"provider_id","usdot","display_name","legal_name","dba_name","usdot_status","state","power_units","drivers","classification","reason_codes","conflicts","authority_rows","history_rows","insurance_rows","census_dockets","dba_display_pass","trace_pass"
"43f53c26-1984-5dcd-b32f-aafb7ba214b5","2230607","DEWITT MOVE WORLDWIDE","DEWITT COMPANIES LTD LLC","DEWITT MOVE WORLDWIDE","A","CA","0","","DUAL_ROLE_CARRIER_BROKER","HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","5","5","5","1","true","true"
"cb727632-b762-5641-9bdf-7f6aadbcecac","624921","STERLING MOVING & STORAGE INC","STERLING MOVING & STORAGE INC","","A","CT","4","10","DUAL_ROLE_CARRIER_BROKER","HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","4","3","1","true","true"
"1cdf785e-3a62-5bbe-ade9-f068200ffa56","297386","LANDSTAR GEMINI INC","LANDSTAR GEMINI INC","","A","FL","1","1","DUAL_ROLE_CARRIER_BROKER","ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","5","6","0","true","true"
"c0f43836-abc0-508e-a734-a1773bec3d93","92687","ATLANTIC DISTRIBUTION SYSTEMS INC","ATLANTIC DISTRIBUTION SYSTEMS INC","","A","GA","2","2","DUAL_ROLE_CARRIER_BROKER","HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","6","3","1","true","true"
"1a91c3ba-5c9f-5073-b59c-af7fa1a9fa42","227698","ROYAL HAWAIIAN TRUCKING & WAREHOUSING","ROYAL HAWAIIAN MOVERS INC","ROYAL HAWAIIAN TRUCKING & WAREHOUSING","A","HI","113","69","DUAL_ROLE_CARRIER_BROKER","V1_KNOWN_PROVIDER,HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","6","6","5","3","true","true"
"00b0e108-ff88-56ff-8922-9acda2923e33","76507","A N WEBBER INC","A N WEBBER INC","","A","IL","240","135","DUAL_ROLE_CARRIER_BROKER","ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","11","5","0","true","true"
"04c885e9-181b-5159-9081-9038d23ecd5d","64160","CARTWRIGHT VAN LINES LLC","CARTWRIGHT VAN LINES LLC","","A","IN","1","1","DUAL_ROLE_CARRIER_BROKER","HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","4","3","1","true","true"
"e88b5474-8959-5cdc-b621-4809f571a4d7","153146","THOMAS TRANSFER & STORAGE INC","THOMAS TRANSFER & STORAGE INC","","A","KS","21","20","DUAL_ROLE_CARRIER_BROKER","HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","4","3","1","true","true"
"119157b2-c36f-5858-beb9-4f033c1385fe","63040","VINCENT FISTER INC","VINCENT FISTER INC","","A","KY","11","11","DUAL_ROLE_CARRIER_BROKER","HHG_CARGO_REPORTED,ACTIVE_USDOT,ACTIVE_INTERSTATE_HHG_AUTHORITY,ACTIVE_BROKER_AUTHORITY,BROKER_BOND_REPORTED","","4","3","5","1","true","true"
"00edc0ad-8b5d-5a0e-97af-6a408219713c","692286","HOLDEN SEED GROWERS","HOLDEN COLONY","HOLDEN SEED GROWERS","I","AB","7","6","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","0","true","true"
"00072e10-fe44-5e1c-afe2-a0c724b011ef","503022","NORTHWAY FUEL CO INC","NORTHWAY FUEL CO INC","","I","AK","10","3","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","0","true","true"
"0001461d-e33c-5e70-a965-dabf6bdda17d","3820402","C-WAY INVESTMENT","R-VIEW PHOTOGRAPHY","C-WAY INVESTMENT","I","AL","1","1","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","1","true","true"
"0007f326-9cad-5b35-8514-0df43b5ae6e7","401155","ARLEE HOME FASHIONS","ARLEE HOME FASHIONS","","I","AR","1","1","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","0","true","true"
"170dd5e9-6060-574c-89f5-045340c15330","4302722","GREAT OUTDOORS","GREAT OUTDOORS","","I","AS","0","2","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","0","true","true"
"0008fd4b-ca6d-5d54-aac6-dd44d3aeb060","54279","SOMERTON VALLEY TRANSFER JEROME DAEGER&ELIZABETH D","SOMERTON VALLEY TRANSFER JEROME DAEGER&ELIZABETH D","","I","AZ","0","","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","1","true","true"
"00020179-4e89-547f-a738-2f885dbfee49","1010243","R BEST TRANSPORTATION SERVICES","R BEST TRANSPORTATION SERVICES","","I","BC","1","1","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","1","true","true"
"0604e46f-1140-5bac-8dcd-0f895efd7446","789046","MANUJEL GARCIA GONZALEZ TRUCKING","MANUEL GARCIA GONZALEZ","MANUJEL GARCIA GONZALEZ TRUCKING","I","BN","1","","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","0","true","true"
"14c7b4cd-e081-569d-818d-f2a7ecfee763","559891","MUNOZ IMPORT-EXPORT INC","SERGIO ALFONSO MUNOZ HERNANDEZ","MUNOZ IMPORT-EXPORT INC","I","BS","1","1","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","2","true","true"
"39a4634a-f470-599f-9d57-9ace38470518","1227288","MARAGE SHIPPING AND TRUCKING","HONDO ENTERPRISES LTD","MARAGE SHIPPING AND TRUCKING","I","BZ","3","2","INACTIVE_ENTITY","HHG_CARGO_REPORTED,INACTIVE_USDOT","","0","0","0","0","true","true"
"0095b597-ee88-5d23-9e94-53b20c82e00d","6975705","D&R Precision Hot Shot Services Ltd","D&R Precision Hot Shot Services Ltd","","A","AB","1","1","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"5fb4325d-bd1a-5539-a094-e0aa84125c9c","4559805","SADIBA","PABLO ADRIAN DIAZ POBLANO","SADIBA","A","AG","3","3","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"070deaa2-37e2-5dc0-9ad0-239c3b7247b5","730225","ALASKA MARINE TRUCKING LLC","ALASKA MARINE TRUCKING LLC","","","AK","","","NEEDS_REGULATORY_REVIEW","","","1","1","2","0","true","true"
"006aed82-e53d-5401-81be-c03049a5c126","7839237","Pablo Trucking LLC","Pablo Trucking LLC","","A","AL","1","1","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"002897e2-065b-5c23-b32f-43075ff7734a","3659530","MR CLYDE TRUCKING LLC","MR CLYDE TRUCKING LLC","","A","AR","1","1","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","1","0","true","true"
"001cf2bd-9d75-5c55-9479-1fc0632e4588","8059454","Golden Eagle Group LLC","Golden Eagle Group LLC","","A","AZ","2","4","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","2","1","0","true","true"
"00bf9037-cb4f-5522-8b64-fda2adcfa27e","6186629","Vavaa Logistics Ltd.","Vavaa Logistics Ltd.","","A","BC","0","","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"001e199e-5d2c-50c3-93ac-c9ba14b039c6","1053668","GOLDEN WEST TRANSPORT SA DE CV","GOLDEN WEST TRANSPORT SA DE CV","","A","BN","10","10","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"67e99d6d-96a4-5b5e-b375-f038f79e968f","1158875","AUTOTRANSPORTES DE CARGA CALIFORNIAS UNIDAS SA DE CV","AUTOTRANSPORTES DE CARGA CALIFORNIAS UNIDAS SA DE CV","","A","BS","8","7","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","2","0","0","true","true"
"000055e1-5cbf-51c2-a766-4b57e3c8b1a0","7930656","Hardeep Motor Carrier LLC","Hardeep Motor Carrier LLC","","","CA","","","NEEDS_REGULATORY_REVIEW","","","1","1","0","0","true","true"
"126fd043-708e-5e94-af8e-d66375e1ca62","4271037","ABC TRANSQUALITY","ABC TRANSQUALITY SA DE CV","ABC TRANSQUALITY","A","CH","1","6","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"00a0f00c-a909-5636-b95a-97ed0cb5e8c7","4129943","MAGO TRUCKING","EDEL MARRUFO GONZALEZ","MAGO TRUCKING","A","CI","2","2","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","1","0","true","true"
"ea5c6d6a-41a7-5524-b283-a9359939f563","4207049","TRANSPORTES TOSCANO","JOSE DE JESUS TOSCANO MORENO","TRANSPORTES TOSCANO","A","CL","6","6","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"00680ae0-6d47-52b5-96a9-7d3851396576","3076146","A-Z TRANSPORT LLC","A-Z TRANSPORT LLC","","A","CO","2","2","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","1","0","true","true"
"001e1d11-ecff-5c90-9c98-fb81261fed99","5076379","LWALCOTTLLC","LWALCOTTLLC","","A","CT","2","4","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","1","0","true","true"
"25cf0d59-eb14-5543-9992-a9bb48da2082","3115369","CAPITOL CONSULTANTS LLC","CAPITOL CONSULTANTS LLC","","A","DC","2","1","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","1","0","true","true"
"003b1785-bb86-5595-96e6-a6eb8b1366c0","4494399","LEGACY TRUCK LINES LLC","LEGACY TRUCK LINES LLC","","A","DE","1","1","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","1","0","true","true"
"15a0a82a-8625-53a5-af63-9c3f6723aa57","4499108","CORD SA DE CV","CORD SA DE CV","","A","DF","4","4","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"f40ee1bd-9314-5330-bdd9-3846b4757dd9","677618","TRANSPORTES REFRIGERADO RIVAS","RAMIRO RIVAS FLORES","TRANSPORTES REFRIGERADO RIVAS","A","DG","19","19","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","1","0","0","true","true"
"00054630-4e98-5af7-bd40-a23887b5952a","4429871","COOPER HAULING & DEBRIS REMOVAL INC","COOPER HAULING & DEBRIS REMOVAL INC","","A","FL","1","1","NEEDS_REGULATORY_REVIEW","ACTIVE_USDOT","","1","3","1","0","true","true"
