"provider_id","display_name","legal_name","dba_name","usdot","classification","place_id","match_status","score","reason_codes","conflict_codes","website_url","website_status","evidence_status","derived_service_area_required","accepted_evidence_pass","regulatory_unchanged"
"d9694412-cfad-5a29-9dd4-59bec6a4b287","LIONHEART MOVING","LIONHEART MOVING COMPANY","LIONHEART MOVING","4505549","INTERSTATE_CARRIER","ChIJtZxvMUH2hIAROlshnll9dDE","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|PHONE_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"be160478-009c-563c-9a3e-df41a19e23ec","AMERICA'S AUTO AUCTION NEW ORLEANS","AMERICA'S AUTO AUCTION NEW ORLEANS LLC","AMERICA'S AUTO AUCTION NEW ORLEANS","4490082","NEEDS_REGULATORY_REVIEW","ChIJhe6kV0I9J4YR_NS-thlXgHs","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT","","","","","","true"
"a164eb92-aba5-58db-9baa-5a6dc1f96c76","5D LOGISTICS","5D LOGISTICS CORP","5D LOGISTICS","3465864","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJa5Rw6dXf2IgR3m2Mj3q93Ps","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"26e88ce9-41ea-5160-ac9c-d7a16d1f48e7","ARMSTRONG RELOCATION","ARMSTRONG RELOCATION COMPANY WISCONSIN LLC","ARMSTRONG RELOCATION","3028730","INTERSTATE_CARRIER","ChIJASW8VAOpBYgRwMgrxNIi3Xk","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT","","","","","","true"
"c0f43836-abc0-508e-a734-a1773bec3d93","ATLANTIC DISTRIBUTION SYSTEMS INC","ATLANTIC DISTRIBUTION SYSTEMS INC","","92687","DUAL_ROLE_CARRIER_BROKER","ChIJD0qJOJYR9YgR3FgWleIEO-0","GOOGLE_MATCH_REVIEW","65","LEGAL_NAME_EXACT|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT","","","","","","true"
"38c32173-3c95-5cd3-853a-a1c74e86a9a0","B & V TRUCKING","BRADLEY M & VICTORIA C JEPPSON","B & V TRUCKING","594528","NEEDS_REGULATORY_REVIEW","ChIJVVVVVVWMzFQRI7KJTwG07EI","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|PHONE_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"eb461aa9-e0d8-500c-8ccc-e18162fcbbb0","ARMSTRONG RELOCATION COMPANY","ARMSTRONG TRANSFER & STORAGE COMPANY INC","ARMSTRONG RELOCATION COMPANY","525","DUAL_ROLE_CARRIER_BROKER","ChIJ95qwmA-Gf4gRrJmy5383Lyw","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT","","","","","","true"
"a5b4478f-840f-5849-9b06-fec3a10f12af","ROYAL MOVING AND STORAGE","NORTH AMERICAN MOVING SERVICES LLC","ROYAL MOVING AND STORAGE","3403416","DUAL_ROLE_CARRIER_BROKER","ChIJQdv5XLLNyIARt-uPlO4ogcQ","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"49c850b2-817f-527b-bb49-406f48fa9913","LET'S GET MOVING DES PLAINES","QUICK MOVE LLC","LET'S GET MOVING DES PLAINES","4425768","INTERSTATE_CARRIER","ChIJr-g3MSa3D4gRZLIey3xPjE4","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"10eddd1f-5a3d-5c25-8aaf-81ef2f7dc32b","EAGLEPOINT EXPRESS LLC","EAGLEPOINT EXPRESS LLC","","3315768","NEEDS_REGULATORY_REVIEW","ChIJAQDQrs49OogRKhOjCrExLkc","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
