north dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHANGEC1,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OCCDISTDESC,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PRIORNAME2,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME3,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME4,FEDDESC,PRIORNAME5,PRIORNAME6,,
1,100 N Main St,,6047838,NM,41,0,,,,,0,,,,,10248,12/31/9999,12/31/9999,0,0,STATE,Watford City,WATFORD CITY,21,N,Mckenzie,,,,7/15/2024,0,5337098,5337098,13711,6/30/2024,12/31/9999,519765,5/1/1910,11,Kansas City,Kansas City,9,0,236153,0,,0,10248,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,47.80174001,N,-103.282711,,NONE,0,First International Bank & Trust,WATFORD CITY BANCSHARES INC,19458,19458,0,0,,28,0,28,0,0,0,First International Bank,First International Bank of Watford City,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.274999183,1.274999183,1.27,1.27,15.1,15.1,1135048,6/26/2026,0,0,4,Commercial Lending Specialization,ND,ND,1,38053,North Dakota,38,1,11,0,0,1,0,,,,,,,,,,,,,,,,,1,10,10248,6569,www.fibt.com,58854,,,,,,,,,,,,,,
1,401 N 31st St,,26361352,SM,41,0,"Billings, MT",,0,,13740,1,"Billings, MT",0,13740,1105,6/30/2018,12/31/9999,1,0,STATE,Billings,BILLINGS,13,N,Yellowstone,,0,,5/5/2026,0,22202732,22202732,11071,4/10/2026,12/31/9999,3267869,10/9/1916,14,San Francisco,San Francisco,9,0,659855,0,,0,1105,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,45.783412,N,-108.512016,,NONE,0,First Interstate Bank,FIRST INTRST BANCSYSTEM,67293,67293,0,0,,290,0,279,0,0,0,"First Interstate Bank of Billings, National Association",The First Interstate Bank of Commerce,5/5/2026,6,,FED,3/31/2026,3/31/2026,1.017089678,1.309038383,1.31,1.02,8.11,8.11,1123670,6/26/2026,1,0,4,Commercial Lending Specialization,MT,MT,1,30111,Montana,30,0,14,0,0,0,0,,,,,,,,,,,,,,,,,1,10,1105,748,www.firstinterstatebank.com,59101,,"Security Bank, N. A.",,,,,,,Security Trust and Savings Bank,,,,,
1,307 E Hustan Ave,,2046492,N,41,1,"Pierre, SD",,0,,0,0,,1,38180,14712,12/31/9999,12/31/9999,0,14252,OCC,Fort Pierre,BRITTON,3,N,Stanley,,0,,8/6/2025,0,1534904,1534904,10576,8/1/2025,12/31/9999,465633,1/1/1934,11,Kansas City,Kansas City,9,1,355858,0,,0,14712,0,DIF,,0,1,8/24/1934,1,1,0,0,0,0,44.36873727,N,-100.3749024,,NONE,0,First National Bank,CAPITOL BCORP INC,12938,12938,0,0,4,20,0,20,0,0,0,First National Bank in Pierre,,8/6/2025,4,,OCC,3/31/2026,3/31/2026,2.512334235,3.320133772,3.32,2.51,11.25,11.25,1127294,6/26/2026,0,0,4,Commercial Lending Specialization,SD,SD,0,46117,South Dakota,46,0,11,0,0,1,0,,First Advantage Bank branch of First National Bank,,First Wyoming Bank and Trust branch of First National Bank,,Farmers & Merchants branch of First National Bank,,,,,,,,,,,1,0,14712,9203,www.firstnationalbanks.com,57532,810,,WESTERN DISTRICT,,,,,,,,,,,
1,141 E Main St,,484306,N,41,1,,,,,0,,,,,25894,12/31/9999,12/31/9999,0,21793,OCC,Oldham,BRITTON,3,N,Kingsbury,,,,7/15/2024,0,388442,388442,0,6/30/2024,12/31/9999,84676,2/15/1985,11,Kansas City,Kansas City,9,1,944355,0,,0,25894,0,DIF,,0,1,2/15/1985,1,1,0,0,1,0,44.22758438,N,-97.30908,,NONE,0,First National Bank,FULDA BCORP INC,2676,2676,0,0,4,12,0,12,0,0,0,Fulda State Bank,,7/15/2024,4,,OCC,3/31/2026,3/31/2026,2.261156857,2.957417414,2.96,2.26,13.78,13.78,1133567,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,0,46077,South Dakota,46,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,10,25894,32141,www.firstnationalbanks.com,57051,,,WESTERN DISTRICT,,,,,,,,,,,
1,103 E Oak Street,,465664,N,51,1,,,,,0,,,,,3999,12/31/9999,12/31/9999,0,10637,OCC,Philip,PHILIP,3,N,Haakon,,,,7/15/2024,0,409091,409091,0,6/30/2024,12/31/9999,50949,12/4/1906,11,Kansas City,Kansas City,9,1,538754,0,,0,3999,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,44.03848999,N,-101.664996,,NONE,0,First National Bank in Philip,PHILIP BCORP INC,2756,2756,0,0,4,2,0,2,0,0,0,The First National Bank of Midland,,7/15/2024,4,,OCC,3/31/2026,3/31/2026,2.274617097,2.389338351,2.39,2.27,21.59,21.59,1125683,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,0,46055,South Dakota,46,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,3999,2595,www.fnbphilip.com,57567,,,WESTERN DISTRICT,,,,,,,,,,,
1,1601 Capitol Avenue,,34725218,N,41,0,"Omaha-Council Bluffs, NE-IA",,0,,36540,1,"Omaha-Council Bluffs, NE-IA",0,36540,5452,7/21/2011,12/31/9999,1,209,OCC,Omaha,OMAHA,3,N,Douglas,"Omaha-Council Bluffs-Fremont, NE-IA",1,420,10/8/2025,0,28560248,28560248,16015,10/1/2025,12/31/9999,3873637,01/01/1857,11,Kansas City,Kansas City,10,1,527954,0,,0,5452,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.26061269,N,-95.93721624,,NONE,0,First National Bank of Omaha,LAURITZEN CORP,148345,148345,0,0,7,141,0,140,0,0,0,The First National Bank of Omaha,,10/8/2025,4,,OCC,3/31/2026,3/31/2026,1.712524762,2.230882555,2.23,1.71,15.57,15.57,1066209,6/26/2026,1,0,4,Commercial Lending Specialization,NE,NE,0,31055,Nebraska,31,0,11,0,0,0,0,www.fnbodirect.com,First National Bank,www.ccbfinancial.com,First National Bank Southwest,,First National Bank North Platte,,Castle Bank,,fnbo,,Western States Bank,,,,,1,10,5452,3692,www.fnbo.com,68102,810,,,,,,,,,KANSAS CITY,,,,
1,500 S Minnesota Ave,,3550585,SM,41,1,"Sioux Falls, SD",,0,,43620,1,"Sioux Falls, SD",0,43620,6085,12/31/9999,12/31/9999,0,0,STATE,Sioux Falls,SIOUX FALLS,13,N,Minnehaha,,0,,7/15/2024,0,2847019,2847019,8938,6/30/2024,12/31/9999,487803,1/1/1914,11,Kansas City,Kansas City,9,0,374653,0,,0,6085,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,43.54230559,N,-96.73093249,,NONE,0,First PREMIER Bank,UNITED NATIONAL CORP,16234,16234,0,0,,13,0,13,0,0,0,Citizens Bank,United National Bank of Vermillion,7/15/2024,4,,FED,3/31/2026,3/31/2026,1.685452023,1.773285731,1.77,1.69,13.47,13.47,1842421,6/26/2026,0,0,9,All Other Over 1 Billion,SD,SD,1,46099,South Dakota,46,1,11,0,0,1,0,,,,,,,,,,,,,,,,,1,0,6085,4109,www.firstpremier.com,57104,,United National Bank,,,,,,,"First Interstate Bank of South Dakota, National Association",,United National Bank of South Dakota,Citizens' Bank and Trust Company,"United National Bank of Vermillion, Vermillion, South Dakota","First Premier Bank, National Association"
1,201 N 3rd St,,1588238,SB,41,1,"Sioux City, IA-NE-SD",,0,,43580,1,"Sioux City, IA-NE-SD",0,43580,32629,12/31/9999,12/31/9999,0,708547,OCC,Beresford,BRITTON,33,N,Union,,0,,7/15/2024,0,1276081,1276081,8547,6/30/2024,12/31/9999,298695,1/1/1989,11,Kansas City,Kansas City,9,1,67656,0,,0,32629,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,43.08183899,N,-96.77453196,,NONE,0,First Savings Bank,FARRAR BERESFORD BCORP IRREVOCABLE TR,10070,10070,0,0,4,24,0,24,0,0,0,"First Savings Bank, FSB",,7/15/2024,4,,OCC,3/31/2026,3/31/2026,2.573965565,3.355612705,3.36,2.57,13.69,13.69,4264387,6/26/2026,0,0,4,Commercial Lending Specialization,SD,SD,0,46127,South Dakota,46,0,11,0,0,1,0,,,,,,,,,,,,,,,,,0,0,32629,45463,firstsavingsbanks.com,57004,,,WESTERN DISTRICT,,,,,,,,,,,
1,202 North Mitchell Street,,152269,NM,51,1,"Aberdeen, SD",,0,,0,0,,1,10100,9005,12/31/9999,12/31/9999,0,0,STATE,Roscoe,ROSCOE,21,N,Edmunds,,0,,7/15/2024,0,131034,131034,0,6/30/2024,12/31/9999,20116,5/23/1903,11,Kansas City,Kansas City,9,0,189950,0,,0,9005,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,45.44963079,N,-99.33856835,,NONE,0,First State Bank of Roscoe,ROSCOE CMTY BANKSHARES INC,603,603,0,0,,3,0,3,0,0,0,,,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.613129753,1.685359443,1.69,1.61,11.97,11.97,2619059,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,1,46045,South Dakota,46,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,9005,5751,,57471,,,,,,,,,,,,,,
1,202 2nd St Se,,395374,SM,51,1,,,,,0,,,,,9770,12/31/9999,12/31/9999,0,0,STATE,Pipestone,WORTHINGTON,13,N,Pipestone,,,,7/15/2024,0,335717,335717,13074,6/30/2024,12/31/9999,25299,1/1/1903,11,Kansas City,Kansas City,9,0,823656,0,,0,9770,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,43.99939276,N,-96.31658355,,NONE,0,First State Bank Southwest,FIRST STB SW KSOP PLAN&TR,914,914,0,0,,6,0,6,0,0,0,First State Bank of Rushmore,"First State Bank of Pipestone, Rushmore and Worthington",7/15/2024,4,,FED,3/31/2026,3/31/2026,0.922977106,1.022949462,1.02,0.92,13.8,13.8,2399678,6/26/2026,0,0,2,Agricultural Specialization,MN,MN,1,27117,Minnesota,27,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,9770,6254,www.firststatebanksw.com,56164,,,,,,,,,,,,,,
1,900 S Broadway,,2324050,SM,51,1,"Minot, ND",,0,,0,0,,1,33500,19123,12/31/9999,12/31/9999,0,0,STATE,Minot,MINOT,13,N,Ward,,0,,7/15/2024,0,1959495,1959495,0,6/30/2024,12/31/9999,254056,5/11/1964,11,Kansas City,Kansas City,9,0,687951,0,,0,19123,0,DIF,,0,1,5/11/1964,1,1,0,0,0,0,48.22701099,N,-101.296461,,NONE,0,First Western Bank & Trust,WESTBRAND INC,5413,5413,0,0,,20,0,20,0,0,0,First Western State Bank of Minot,First Western Bank of Minot,7/15/2024,4,,FED,3/31/2026,3/31/2026,0.934811451,1.300757408,1.3,0.93,8.59,8.59,1127650,6/26/2026,0,0,4,Commercial Lending Specialization,ND,ND,1,38101,North Dakota,38,0,11,0,0,1,0,,,,,,,,,,,,,,,,,1,10,19123,12955,www.firstwestern.bank,58701,,,,,,,,,,,,,,
1,402 Main St,,65524,SB,51,1,"Rapid City, SD",,0,,39660,1,"Rapid City, SD",0,39660,31972,12/31/9999,12/31/9999,0,707674,OCC,Rapid City,,33,N,Pennington,"Rapid City-Spearfish, SD",1,452,7/15/2024,0,44039,44039,7674,6/30/2024,12/31/9999,11015,6/6/1979,11,Kansas City,Kansas City,9,1,715470,0,,0,31972,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,44.08088402,N,-103.2236,,NONE,0,First Western Federal Savings Bank,,357,357,0,0,4,1,0,1,0,0,0,First Western Federal Savings and Loan Association,,7/15/2024,4,,OCC,3/31/2026,3/31/2026,2.159480999,2.159480999,2.16,2.16,13.03,13.03,,6/26/2026,0,0,5,Mortgage Lending Specialization,SD,,0,46103,South Dakota,46,1,11,1,0,0,0,www.firstwesternfederal.com,,,,,,,,,,,,,,,,0,0,31972,44806,www.fwfsb.com,57701,,,WESTERN DISTRICT,,,,,,,,,,,
1,116 Central St W,,3688224,SM,41,0,"Faribault-Northfield, MN",,0,,0,0,,1,22060,1399,12/31/9999,12/31/9999,0,0,STATE,Lonsdale,ARDEN HILLS,13,N,Rice,"Minneapolis-St. Paul, MN-WI",1,378,7/12/2024,0,3138859,3138859,11453,6/30/2024,12/31/9999,426118,8/1/1901,11,Kansas City,Kansas City,9,0,751656,0,,0,1399,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,44.48080499,N,-93.42959897,,NONE,0,Frandsen Bank & Trust,FRANDSEN FINANCIAL CORP,15046,15046,0,0,,41,0,41,0,0,0,State Bank of New Ulm,State Bank & Trust Company of New Ulm,7/12/2024,4,,FED,3/31/2026,3/31/2026,1.628137585,1.758423219,1.76,1.63,14.24,14.24,1128358,6/26/2026,0,0,4,Commercial Lending Specialization,MN,MN,1,27131,Minnesota,27,1,11,0,0,1,0,,,,,,,,,,,,,,,,,1,10,1399,921,frandsenbank.com,55046,,Valley Bank & Trust,,,,,,,,,,,,
1,101 S Phillips Ave,,344791,SB,51,1,"Sioux Falls, SD",,0,,43620,1,"Sioux Falls, SD",0,43620,33922,12/31/9999,12/31/9999,0,712117,OCC,Sioux Falls,ROCK RAPIDS,33,N,Minnehaha,,0,,7/15/2024,0,314870,314870,12117,6/30/2024,12/31/9999,22787,6/24/1994,11,Kansas City,Kansas City,9,1,2218443,0,,0,33922,0,DIF,,0,0,6/24/1994,1,1,0,1,1,0,43.54689338,N,-96.7270282,,NONE,0,Frontier Bank,ROCK RIVERS BCORP,300,300,0,0,4,5,0,5,0,0,0,Midwest Federal Savings Bank,,7/15/2024,4,,OCC,3/31/2026,3/31/2026,0.349512866,0.373978767,0.37,0.35,5.23,5.23,1827914,6/26/2026,0,0,2,Agricultural Specialization,SD,IA,0,46099,South Dakota,46,1,11,0,1,0,0,,,,,,,,,,,,,,,,,1,10,33922,54778,www.frontierbank.com,57104,,,WESTERN DISTRICT,,,,,,,,,,,
1,702 7th St,,151313,NM,51,1,,,,,0,,,,,505,12/31/9999,12/31/9999,0,0,STATE,Eureka,EUREKA,21,N,Mcpherson,,,,7/15/2024,0,121046,121046,0,6/30/2024,12/31/9999,26647,10/23/1920,11,Kansas City,Kansas City,9,0,589158,0,,0,505,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,45.76935702,N,-99.62010704,,NONE,0,Great Plains Bank,GREAT PLAINS BANK CORP,926,926,0,0,,3,0,3,0,0,0,Eureka State Bank,,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,2.422498365,2.466971877,2.47,2.42,14,14,1125898,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,1,46089,South Dakota,46,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,505,365,www.greatplainsbank.com,57437,,,,,,,,,,,,,,
1,302 E 7th Ave,,156028,NM,51,1,,,,,0,,,,,9007,12/31/9999,12/31/9999,0,0,STATE,Redfield,WESSINGTON,21,N,Spink,,,,7/15/2024,0,134713,134713,0,6/30/2024,12/31/9999,14014,1/1/1909,11,Kansas City,Kansas City,9,0,135854,0,,0,9007,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,44.87534901,N,-98.51310699,,NONE,0,Heartland State Bank,WESSINGTON BANKSHARES INC,856,856,0,0,,4,0,4,0,0,0,Bank of Wessington,,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,2.203658176,2.345248362,2.35,2.2,24.39,24.39,1123018,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,1,46115,South Dakota,46,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,9007,5753,www.hsbsd.com,57469,,,,,,,,,,,,,,
1,110 W South St,,360782,N,51,1,"Willmar, MN",,0,,0,0,,1,48820,19254,12/31/9999,12/31/9999,0,15401,OCC,Spicer,SPICER,3,N,Kandiyohi,,0,,2/21/2025,0,306134,306134,11456,1/17/2025,12/31/9999,37813,10/8/1964,11,Kansas City,Kansas City,9,1,901358,0,,0,19254,0,DIF,,0,1,10/8/1964,1,1,0,0,0,0,45.22610898,N,-94.94259796,,NONE,0,Heritage Bank National Association,HERITAGE BANCSHARES GROUP EMPLOYEE STK OWNERSHIP PLAN&TR,-491,-491,0,0,4,5,0,5,0,0,0,Citizens National Bank of Willmar,,2/21/2025,4,,OCC,3/31/2026,3/31/2026,-0.521205141,-0.521205141,-0.52,-0.52,-5.14,-5.14,5618101,6/26/2026,0,0,4,Commercial Lending Specialization,MN,MN,0,27067,Minnesota,27,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,19254,13069,www.heritagebankna.com,56288,,,WESTERN DISTRICT,,,,,,,,,,,
1,301 First Avenue,,70921,NM,51,1,"Aberdeen, SD",,0,,0,0,,1,10100,15593,12/31/9999,12/31/9999,0,0,STATE,Ipswich,IPSWICH,21,N,Edmunds,,0,,7/15/2024,0,59497,59497,0,6/30/2024,12/31/9999,10702,4/13/1938,11,Kansas City,Kansas City,9,0,532453,0,,0,15593,0,DIF,,0,1,4/13/1938,1,1,0,0,1,0,45.44444398,N,-99.02724698,,NONE,0,Ipswich State Bank,IPSWICH CMTY BANCSHARES INC,300,300,0,0,,1,0,1,0,0,0,,,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.643925695,1.742561236,1.74,1.64,10.83,10.83,4394060,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,1,46045,South Dakota,46,1,11,1,0,0,0,,,,,,,,,,,,,,,,,0,0,15593,9879,www.isbipswich.com,57451,,,,,,,,,,,,,,
1,1111 Polaris Pkwy,,4016571000,N,31,0,"Columbus, OH",,0,,18140,1,"Columbus, OH",0,18140,628,7/21/2011,12/31/9999,1,8,OCC,Columbus,NEW YORK,3,N,Delaware,"Columbus-Marion-Zanesville, OH",1,198,3/6/2025,0,2787994000,2209823000,0,2/1/2025,12/31/9999,335931000,01/01/1824,9,Chicago,Washington,4,1,852218,1,1,0,628,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,40.14208925,N,-82.99608586,,NONE,0,"JPMorgan Chase Bank, National Association",JPMORGAN CHASE&CO,13974000,13974000,0,0,6,5132,198,5360,0,0,0,The Chase Manhattan Bank,JPMorgan Chase Bank,3/6/2025,3,,OCC,3/31/2026,3/31/2026,1.438906518,1.786740081,1.79,1.44,16.64,16.64,1039502,6/26/2026,0,0,1,International Specialization,OH,NY,0,39041,Ohio,39,0,16,0,0,0,1,www.chase.com,Chase,www.jpmorgan.com,J.P.Morgan,www.jpmorgan.chase.com,JPMorgan Chase,,Chase Private Client,,J.P.Morgan Private Bank,,,,,,,1,10,628,417,www.jpmorganchase.com,43240,820,Chemical Bank New York Trust Company,,,,,,,Chemical Bank,,Chemical Bank & Trust Company,Chemical Corn Exchange Bank,,
1,302 Main St,,154033,NM,51,1,,,,,0,,,,,5425,12/31/9999,12/31/9999,0,0,STATE,Lewellen,LEWELLEN,21,N,Garden,,,,7/15/2024,0,135392,135392,0,6/30/2024,12/31/9999,17876,10/5/1905,11,Kansas City,Kansas City,10,0,13457,0,,0,5425,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.33102299,N,-102.143885,,NONE,0,Legends West Bank,1905 NEKOTA BANKCORP INC,215,215,0,0,,2,0,2,0,0,0,First National Bank of Lewellen,Bank of Lewellen,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,0.568082359,0.753039406,0.75,0.57,5.05,5.05,5841440,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31069,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,5425,3670,www.legendswest.bank,69147,,,,,,,,,,KANSAS CITY,,,,
1,4425 Singing Hills Blvd,,605208,N,51,1,"Sioux City, IA-NE-SD",,0,,43580,1,"Sioux City, IA-NE-SD",0,43580,57505,12/31/9999,12/31/9999,0,24378,OCC,Sioux City,MINNEAPOLIS,3,N,Woodbury,,0,,7/15/2024,0,442258,442258,0,6/30/2024,12/31/9999,102614,3/17/2003,11,Kansas City,Kansas City,7,1,3140822,0,1,0,57505,0,DIF,,0,1,3/17/2003,1,1,0,0,1,0,42.43849502,N,-96.35073003,,NONE,0,Liberty National Bank,215 HOLDING CO,1970,1970,0,0,4,10,0,10,0,0,0,,,7/15/2024,4,,OCC,3/31/2026,3/31/2026,1.30483127,1.6956183,1.7,1.3,7.66,7.66,1247576,6/26/2026,0,0,2,Agricultural Specialization,IA,MN,0,19193,Iowa,19,0,11,0,1,0,0,,,,,,,,,,,,,,,,,1,10,57505,364412,www.libertynational.bank,51106,,,WESTERN DISTRICT,,,,,,,,,,,
1,305 S Main St,,217586,SM,51,1,,,,,0,,,,,1125,12/31/9999,12/31/9999,0,0,STATE,Freeman,FREEMAN,13,N,Hutchinson,,,,7/15/2024,0,176450,176450,0,6/30/2024,12/31/9999,33683,08/08/1899,11,Kansas City,Kansas City,9,0,289757,0,,0,1125,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,43.35223001,N,-97.43775399,,NONE,0,Merchants State Bank,H&W HOLDING CO,895,895,0,0,,4,0,4,0,0,0,,,7/15/2024,4,,FED,3/31/2026,3/31/2026,1.630496664,1.728872999,1.73,1.63,10.71,10.71,1363908,6/26/2026,0,0,2,Agricultural Specialization,SD,SD,1,46067,South Dakota,46,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,1125,767,www.msb-sd.com,57029,,,,,,,,,,,,,,
1,300 S Washington St,,2965084,NM,41,1,,,,,0,,,,,16958,12/31/9999,12/31/9999,0,0,STATE,Redwood Falls,MINNETONKA,21,N,Redwood,,,,8/31/2022,0,2599116,2599116,14673,8/31/2022,12/31/9999,330456,5/19/1941,11,Kansas City,Kansas City,9,0,302656,0,,0,16958,0,DIF,,0,1,11/28/1950,1,1,0,0,1,0,44.53932798,N,-95.11844601,,NONE,0,Minnwest Bank,MINNWEST CORP,9350,9350,0,0,,36,0,36,0,0,0,Belview State Bank,Minnesota Valley Bank,8/31/2022,4,,FDIC,3/31/2026,3/31/2026,1.251353193,1.73195312,1.73,1.25,11.39,11.39,1141348,6/26/2026,0,0,2,Agricultural Specialization,MN,MN,1,27127,Minnesota,27,0,11,0,0,1,0,,,,,,,,,,,,,,,,,0,0,16958,11035,www.minnwestbank.com,56283,,"Minnwest Bank, M.V.",,,,,,,,,,,,
1,549 Broadway St,,360324,NM,41,1,"Sioux Falls, SD",,0,,43620,1,"Sioux Falls, SD",0,43620,6078,12/31/9999,12/31/9999,0,0,STATE,Centerville,SIOUX FALLS,21,N,Turner,,0,,7/15/2024,0,240561,240561,0,6/30/2024,12/31/9999,26371,01/01/1883,11,Kansas City,Kansas City,9,0,95051,0,,0,6078,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,43.11736602,N,-96.96165896,,NONE,0,One American Bank,ONE AMERICAN FINANCIAL CORP,-1737,-1737,0,0,,3,0,3,0,0,0,First Midwest Bank,The Bank of Centerville,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,-1.938424068,-1.929496381,-1.93,-1.94,-25.44,-25.44,5536791,6/26/2026,0,0,5,Mortgage Lending Specialization,SD,SD,1,46125,South Dakota,46,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,6078,4102,www.oneamericanbank.com,57014,,,,,,,,,,,,,,
1,5501 S Broadband Ln,,7113101,N,41,0,"Sioux Falls, SD",,0,,43620,1,"Sioux Falls, SD",0,43620,30776,12/31/9999,12/31/9999,0,25195,OCC,Sioux Falls,SIOUX FALLS,3,N,Lincoln,,0,,11/13/2025,0,5854146,5854146,5902,11/5/2025,12/31/9999,883557,1/1/1954,11,Kansas City,Kansas City,9,1,435077,0,,0,30776,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,43.49620684,N,-96.78839714,,NONE,0,"Pathward, National Association",PATHWARD FINANCIAL INC,73394,73394,0,0,4,1,0,1,0,0,0,MetaBank,"Metabank, National Association",11/13/2025,4,,OCC,3/31/2026,3/31/2026,4.000482386,4.772900239,4.77,4,33.07,33.07,2390013,6/26/2026,0,0,4,Commercial Lending Specialization,SD,SD,0,46083,South Dakota,46,0,11,0,0,1,0,,,,,,,,,,,,,,,,,0,30,30776,43610,http://www.pathward.com,57108,,First Federal Savings and Loan Association of Storm Lake,WESTERN DISTRICT,,,,,,First Federal Savings Bank of the Midwest,,,,,
1,1230 Valley Dr,,1221907,NM,51,1,,,,,0,,,,,16265,12/31/9999,12/31/9999,0,0,STATE,Rock Valley,ROCK VALLEY,21,N,Sioux,,,,4/1/2025,0,1033624,1033624,15434,1/24/2025,12/31/9999,132191,6/1/1945,11,Kansas City,Kansas City,7,0,998844,0,,0,16265,0,DIF,,0,1,6/1/1945,1,1,0,0,1,0,43.19954501,N,-96.29746396,,NONE,0,Peoples Bank,PEOPLES BCORP,6073,6073,0,0,,10,0,10,0,0,0,Lester State Bank,Peoples Bank and Trust,4/1/2025,4,,FDIC,3/31/2026,3/31/2026,2.02504463,2.092401623,2.09,2.03,18.59,18.59,1249646,6/26/2026,0,0,2,Agricultural Specialization,IA,IA,1,19167,Iowa,19,1,11,0,0,1,0,,,,,,,,,,,,,,,,,1,40,16265,10457,www.peoples-ebank.com,51247,,,,,,,,,,,,,,
