WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FEDDESC,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OCCDISTDESC,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME2,PRIORNAME3,PRIORNAME4,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME5,PRIORNAME6,
1,901 1st Ave,,136066,SL,51,1,,,,,0,,,,,28315,12/31/9999,12/31/9999,0,0,STATE,Monte Vista,,36,N,Rio Grande,,,,8/31/2022,0,120897,120897,1351,8/31/2022,12/31/9999,14458,1/1/1905,13,Dallas,Dallas,10,0,KANSAS CITY,256076,0,,0,28315,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,37.58099002,N,-106.146432,,NONE,1,"RG Bank, A Savings and Loan Association",,209,209,0,0,,3,0,3,0,0,0,Rio Grande Savings and Loan Association,,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,0.614491262,0.708576049,0.71,0.61,5.84,5.84,,6/26/2026,0,0,5,Mortgage Lending Specialization,CO,,1,8105,Colorado,8,0,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,28315,41149,www.rgbank.bank,81144,,,,,,,,,
1,220 5th St,,286852,SM,51,1,,,,,0,,,,,2228,12/31/9999,12/31/9999,0,0,STATE,Rawlins,RAWLINS,13,N,Carbon,,,,9/28/2024,0,267540,267540,9902,1/19/2023,12/31/9999,18260,01/01/1898,14,San Francisco,San Francisco,10,0,KANSAS CITY,548052,0,,0,2228,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.78823598,N,-107.240691,,NONE,0,RNB STATE BANK,CARBON COUNTY HOLDING CO,438,438,0,0,4,5,0,5,0,0,0,The Rawlins National Bank,,,,,9/28/2024,6,,FED,3/31/2026,3/31/2026,0.610692345,0.610692345,0.61,0.61,9.47,9.47,2043346,6/26/2026,0,0,4,Commercial Lending Specialization,WY,WY,1,56007,Wyoming,56,1,14,0,1,0,0,https://www.frontrangestatebank.com,,,,,,,,,,,,,,,,0,10,2228,1479,https://www.rnbonline.com,82301,,,WESTERN DISTRICT,,,,,,
1,101 E Main St,,124211,NM,51,1,"Canon City, CO",,0,,0,0,,1,15860,3019,12/31/9999,12/31/9999,0,0,STATE,Florence,FLORENCE,21,N,Fremont,"Pueblo-Canon City, CO",1,444,8/31/2022,0,107830,107830,11685,8/31/2022,12/31/9999,15516,5/31/1900,13,Dallas,Dallas,10,0,KANSAS CITY,249658,0,,0,3019,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.39017099,N,-105.117498,,NONE,0,Rocky Mountain Bank & Trust,FIRST FLO CORP,481,481,0,0,,2,0,2,0,0,0,The First National Bank of Florence,,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,1.553335352,1.553335352,1.55,1.55,12.58,12.58,1067233,6/26/2026,0,0,4,Commercial Lending Specialization,CO,CO,1,8043,Colorado,8,0,13,0,1,0,0,,,,,,,,,,,,,,,,,0,10,3019,1917,www.rmbt.com,81226,,,,,,,,,
1,401 Edison Ave,,395540,SB,51,1,,,,,0,,,,,28208,12/31/9999,12/31/9999,0,701142,OCC,Alamosa,ALAMOSA,38,N,Alamosa,,,,8/31/2022,0,324085,324085,1142,8/31/2022,12/31/9999,65937,01/01/1899,13,Dallas,Dallas,10,1,KANSAS CITY,945071,0,,0,28208,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,37.469044,N,-105.869081,,NONE,1,San Luis Valley Federal Bank,COLORADO MUTUAL HOLDING CO,1098,1098,0,0,4,3,0,3,0,0,0,San Luis Valley Federal Savings and Loan Association of Alamosa,San Luis Valley Federal Savings and Loan Association,,,,8/31/2022,5,,OCC,3/31/2026,3/31/2026,1.113847262,1.428321443,1.43,1.11,6.72,6.72,5373398,6/26/2026,0,0,5,Mortgage Lending Specialization,CO,CO,0,8003,Colorado,8,0,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,28208,41042,www.slvfed.bank,81101,,,WESTERN DISTRICT,,,,,,
1,319 S Sheridan Blvd,,1611204,N,51,1,"Denver-Aurora-Lakewood, CO",,0,,19740,1,"Denver-Aurora-Lakewood, CO",0,19740,58534,12/31/9999,12/31/9999,0,24737,OCC,Lakewood,LAKEWOOD,3,N,Jefferson,"Denver-Aurora, CO",1,216,8/31/2022,0,1233314,1233314,0,8/31/2022,12/31/9999,109737,9/10/2007,13,Dallas,Dallas,10,1,KANSAS CITY,3397233,0,,0,58534,0,DIF,,0,1,9/10/2007,1,1,0,0,0,0,39.71093199,N,-105.053574,,NONE,0,Solera National Bank,SOLERA NATIONAL BCORP INC,6757,6757,0,0,4,1,0,1,0,0,0,,,,,,8/31/2022,5,,OCC,3/31/2026,3/31/2026,1.708790554,2.36782684,2.37,1.71,24.91,24.91,3607549,6/26/2026,0,0,4,Commercial Lending Specialization,CO,CO,0,8059,Colorado,8,0,13,0,0,1,0,www.discountsolo401k.com,Discount Solo 401K,www.ira123.com,Safeguard Advisors,www.apply.solerabank.com,Solera Aviation,www.join.solerabank.com,Solera Aerospace,www.soleralending.com,Solera Plan Services,,Solera National Bank IRA,,,,,0,0,58534,455610,www.solerabank.com,80226,,,WESTERN DISTRICT,,,,,,
1,1101 1st St S,,67870584,N,41,0,"Lakeland-Winter Haven, FL",,0,,29460,1,"Lakeland-Winter Haven, FL",0,29460,33555,4/1/2019,12/31/9999,1,22311,OCC,Winter Haven,WINTER HAVEN,3,N,Polk,"Orlando-Lakeland-Deltona, FL",1,422,1/8/2025,0,55918390,55918390,0,1/1/2025,12/31/9999,9590534,2/21/1992,5,Atlanta,Atlanta,6,1,,1929247,0,,0,33555,0,DIF,,0,1,2/21/1992,1,1,0,0,0,0,28.01079604,N,-81.72734827,,NONE,0,"SouthState Bank, National Association",SOUTHSTATE BANK CORP,238343,238343,0,0,7,372,0,374,0,0,0,First National Bank of Polk County,"CenterState Bank of Florida, National Association","CenterState Bank, National Association","South State Bank, National Association",,1/8/2025,2,,OCC,3/31/2026,3/31/2026,1.41187672,1.821803929,1.82,1.41,9.9,9.9,1133437,6/26/2026,1,0,4,Commercial Lending Specialization,FL,FL,0,12105,Florida,12,0,5,0,0,0,0,,,,,,,,,,,,,,,,,1,0,33555,47437,www.southstatebank.com,33880,810,,,,,,,,
1,900 Morgan Ave,,153566,NM,51,1,,,,,0,,,,,9659,12/31/9999,12/31/9999,0,0,STATE,Downs,DOWNS,21,N,Osborne,,,,8/31/2022,0,132329,132329,0,8/31/2022,12/31/9999,19797,01/01/1892,11,Kansas City,Kansas City,10,0,KANSAS CITY,792453,0,,0,9659,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,39.50405098,N,-98.544791,,NONE,0,State Bank of Downs,B BANK INC,568,568,0,0,,2,0,2,0,0,0,,,,,,8/31/2022,4,,FDIC,3/31/2026,3/31/2026,1.546056773,1.543334842,1.54,1.55,11.63,11.63,1143575,6/26/2026,0,0,8,All Other Under 1 Billion,KS,KS,1,20141,Kansas,20,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,9659,6178,www.statebankofdowns.com,67437,,,,,,,,,
1,25 N Cascade Ave,,591778,NM,51,1,"Colorado Springs, CO",,0,,17820,1,"Colorado Springs, CO",0,17820,8321,12/31/9999,12/31/9999,0,0,STATE,Colorado Springs,MOUNTAIN GROVE,21,N,El Paso,,0,,8/31/2022,0,509075,509075,0,8/31/2022,12/31/9999,68109,05/01/1897,13,Dallas,Kansas City,10,0,KANSAS CITY,982553,0,,0,8321,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,38.83504,N,-104.824892,,NONE,0,Stockmens Bank,FIRST BANCSHARES INC,2246,2246,0,0,,11,0,11,0,0,0,"The State Bank of Bartley, DBA Stockmens Bank, a Division of the State Bank of Bartley",The State Bank of Bartley,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,1.551066142,2.055197168,2.06,1.55,13.4,13.4,2484417,6/26/2026,0,0,2,Agricultural Specialization,CO,MO,1,8041,Colorado,8,0,11,0,1,0,0,www.statebankofbartley.com,"The State Bank of Bartley, a division of Stockmens Bank",www.stockmensmo.com,,,,,,,,,,,,,,0,0,8321,5310,www.thestockmensbank.com,80903,,,,,,,,,
1,8117 Preston Rd,Ste 220,8553297,N,41,0,"Dallas-Fort Worth-Arlington, TX","Dallas-Plano-Irving, TX",1,19124,19100,1,"Dallas-Fort Worth-Arlington, TX",0,19100,4767,12/31/9999,12/31/9999,0,4742,OCC,Dallas,DENVER,3,N,Dallas,"Dallas-Fort Worth, TX-OK",1,206,4/8/2026,0,7151046,7151046,9366,4/1/2026,12/31/9999,1135050,05/24/1892,13,Dallas,Dallas,11,1,DALLAS,474759,0,,0,4767,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,32.86120186,N,-96.76956141,,NONE,0,"Sunflower Bank, National Association",FIRSTSUN CAPITAL BCORP,23529,23529,0,0,4,73,0,103,0,0,0,The First National Bank and Trust Company of Salina,First National Bank and Trust,The Farmers National Bank of Salina,,,4/8/2026,5,,OCC,3/31/2026,3/31/2026,1.105512055,1.356553362,1.36,1.11,8.38,8.38,1066713,6/26/2026,0,0,4,Commercial Lending Specialization,TX,CO,0,48113,Texas,48,0,13,0,0,1,0,www.Sunflowerbank.com,"First National 1870, a division of Sunflower Bank, N.A.",www.Firstnational1870.com,,online.sunflowerbank.com/,,sunflower.olbanking.com/,,sunflower.olbanking.com/smallbusiness,,mymortgage.sunflowerbank.com,,mortgagedeposit.sunflowerbank.com,,,,1,10,4767,3181,www.sunflowerbank.com,75225,810,,WESTERN DISTRICT,,,,,,
1,12700 Park Central Dr,Ste 1700,6873141,SI,41,0,"Dallas-Fort Worth-Arlington, TX","Dallas-Plano-Irving, TX",1,19124,19100,1,"Dallas-Fort Worth-Arlington, TX",0,19100,23498,12/31/9999,12/31/9999,0,0,STATE,Dallas,DALLAS,41,N,Dallas,"Dallas-Fort Worth, TX-OK",1,206,5/14/2025,0,5718570,5718570,11362,5/8/2025,12/31/9999,1039191,7/15/1981,13,Dallas,Dallas,11,0,DALLAS,766164,0,,0,23498,0,DIF,,0,0,7/15/1981,1,1,0,1,0,0,32.92114198,N,-96.77552002,,NONE,0,"TBK BANK, SSB",TRIUMPH FINANCIAL INC,8559,8559,0,0,,64,0,64,0,0,0,Franklin National Bank,"Equity Bank,SSB","Triumph Savings Bank, SSB",,,5/14/2025,5,,FDIC,3/31/2026,3/31/2026,0.516768524,0.663002122,0.66,0.52,3.3,3.3,3233126,6/26/2026,0,0,4,Commercial Lending Specialization,TX,TX,1,48113,Texas,48,0,13,0,0,1,0,www.cdbank.com,,www.epicbanking.com,,www.loadpay.com,,,,,,,,,,,,0,10,23498,16463,www.tbkbank.com,75251,820,,,,,,,,
1,238 Madison St,,20473249,SM,41,0,"Jefferson City, MO",,0,,27620,1,"Jefferson City, MO",0,27620,12633,12/31/2021,12/31/9999,1,0,STATE,Jefferson City,JEFFERSON CITY,13,N,Cole,,0,,7/15/2024,0,16412033,16412033,11369,6/30/2024,12/31/9999,1837236,2/3/1902,11,Kansas City,Kansas City,8,0,,853952,0,,0,12633,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.57639802,N,-92.17114598,,NONE,0,The Central Trust Bank,CENTRAL BANCOMPANY INC,101101,101101,0,0,,174,0,176,0,0,0,Central Missouri Trust Company,,,,,7/15/2024,4,,FED,3/31/2026,3/31/2026,1.959654248,2.535817912,2.54,1.96,21.79,21.79,1094314,6/26/2026,1,0,4,Commercial Lending Specialization,MO,MO,1,29051,Missouri,29,0,11,0,0,0,0,edeposit.centralbancompany.com,Central Bank of Colorado,bankcentral.net,Jefferson Bank,,Central Bank of Branson,,Central Bank of the Lake of the Ozarks,,Central Bank of the Midwest,,Central Bank of Sedalia,,,,,1,40,12633,8021,www.centralbank.net,65101,,,,,,,,,
1,600 Main St,,225576,NM,51,1,"Montrose, CO",,0,,0,0,,1,33940,1779,12/31/9999,12/31/9999,0,0,STATE,Ouray,OURAY,21,N,Ouray,,0,,8/31/2022,0,206958,206958,0,8/31/2022,12/31/9999,15732,8/20/1913,13,Dallas,Dallas,10,0,KANSAS CITY,98351,0,,0,1779,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.02293999,N,-107.671885,,NONE,0,The Citizens State Bank of Ouray,CSBO HOLDINGS INC ESOP,319,319,0,0,,7,0,7,0,0,0,,,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,0.578822622,0.707651482,0.71,0.58,8.15,8.15,4933302,6/26/2026,0,0,4,Commercial Lending Specialization,CO,CO,1,8091,Colorado,8,0,13,0,1,0,0,,CITIZENS STATE BANK RIDGWAY,,CITIZENS STATE BANK SILVERTON,,CITIZENS STATE BANK TELLURIDE,,CITIZENS STATE BANK NATURITA,,CITIZENS STATE BANK MOUNTAIN VILLAGE,,CITIZENS STATE  BANK MONTROSE,,,,,0,10,1779,1177,www.csbcolorado.com,81427,,,,,,,,,
1,301 Colorado Ave,,332902,SM,41,1,,,,,0,,,,,1141,12/31/9999,12/31/9999,0,0,STATE,La Junta,GRINNELL,13,N,Otero,,,,11/18/2025,0,283818,283818,0,11/7/2025,12/31/9999,36213,1/1/1907,13,Dallas,Kansas City,10,0,KANSAS CITY,285151,0,1,0,1141,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,37.98577098,N,-103.542343,,NONE,0,The Colorado Bank and Trust Company of La Junta,GRINNELL BANCSHARES INC,815,815,0,0,,5,0,5,0,0,0,The Colorado Savings & Trust Company,,,,,11/18/2025,5,,FED,3/31/2026,3/31/2026,1.004466177,1.315049584,1.32,1,9.02,9.02,1208157,6/26/2026,0,0,4,Commercial Lending Specialization,CO,IA,1,8089,Colorado,8,0,11,0,1,0,0,,,,,,,,,,,,,,,,,1,10,1141,779,wwww.colobank.com,81050,,,,,,,,,
1,101 S 6th St,,451276,NM,51,1,,,,,0,,,,,17959,12/31/9999,12/31/9999,0,0,STATE,Dolores,,21,N,Montezuma,,,,8/31/2022,0,354575,354575,0,8/31/2022,12/31/9999,65673,1/5/1959,13,Dallas,Dallas,10,0,KANSAS CITY,63050,0,,0,17959,0,DIF,,0,1,1/5/1959,1,1,0,0,0,0,37.47396502,N,-108.501432,,NONE,0,The Dolores State Bank,,1994,1994,0,0,,4,0,4,0,0,0,,,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,1.77442786,2.40802497,2.41,1.77,12.29,12.29,,6/26/2026,0,0,4,Commercial Lending Specialization,CO,,1,8083,Colorado,8,0,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,17959,11892,mydsb.com,81323,,,,,,,,,
1,10 S 1st St E,,716298,NM,51,1,,,,,0,,,,,16125,12/31/9999,12/31/9999,0,0,STATE,Cheyenne Wells,CHEYENNE WELLS,21,N,Cheyenne,,,,8/31/2022,0,604767,604767,0,8/31/2022,12/31/9999,76027,3/1/1944,13,Dallas,Dallas,10,0,KANSAS CITY,775054,0,,0,16125,0,DIF,,0,1,3/1/1944,1,1,0,0,1,0,38.82026702,N,-102.348598,,NONE,0,The Eastern Colorado Bank,WEED INVESTMENT GROUP INC,2228,2228,0,0,,8,0,8,0,0,0,,,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,1.254031418,1.254031418,1.25,1.25,11.82,11.82,3189894,6/26/2026,0,0,2,Agricultural Specialization,CO,CO,1,8017,Colorado,8,1,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,16125,10340,www.yourfriendlybank.com,80810,,,,,,,,,
1,200 Clayton St,,112280,NM,51,1,"Fort Morgan, CO",,0,,0,0,,1,22820,10407,12/31/9999,12/31/9999,0,0,STATE,Brush,BRUSH,21,N,Morgan,,0,,8/31/2022,0,86992,86992,0,8/31/2022,12/31/9999,22150,10/9/1915,13,Dallas,Dallas,10,0,KANSAS CITY,621151,0,1,0,10407,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.25547201,N,-103.62356,,NONE,0,The Farmers State Bank of Brush,FIRST PIONEER BANK CORP,209,209,0,0,,3,0,3,0,0,0,,,,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,0.741019789,0.936024996,0.94,0.74,3.77,3.77,1062528,6/26/2026,0,0,2,Agricultural Specialization,CO,CO,1,8087,Colorado,8,0,13,0,1,0,0,,,,,,,,,,,,,,,,,1,10,10407,6656,www.fsbbrushakron.com,80723,,,,,,,,,
1,100 E Main St,,255985,N,51,1,,,,,0,,,,,14584,12/31/9999,12/31/9999,0,14222,OCC,Trinidad,HOUSTON,3,N,Las Animas,,,,8/31/2022,0,240710,240710,0,8/31/2022,12/31/9999,15078,04/16/1875,13,Dallas,Dallas,10,1,KANSAS CITY,474058,0,,0,14584,0,DIF,,0,1,7/13/1934,1,1,0,0,0,0,37.16836099,N,-104.505406,,NONE,0,The First National Bank in Trinidad,REPUBLIC TRINIDAD CORP,284,284,0,0,4,5,0,5,0,0,0,,,,,,8/31/2022,5,,OCC,3/31/2026,3/31/2026,0.44121988,0.44121988,0.44,0.44,7.39,7.39,1054073,6/26/2026,0,0,8,All Other Under 1 Billion,CO,TX,0,8071,Colorado,8,1,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,14584,9117,http://www.FNBTRINIDAD.COM,81082,,,WESTERN DISTRICT,,,,,,
1,201 N Logan Ave,,30825,N,51,1,"Sterling, CO",,0,,0,0,,1,44540,3018,12/31/9999,12/31/9999,0,11571,OCC,Fleming,FLEMING,3,N,Logan,,0,,8/31/2022,0,26634,26634,0,8/31/2022,12/31/9999,4037,1/1/1917,13,Dallas,Dallas,10,1,KANSAS CITY,306056,0,,0,3018,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.68165901,N,-102.839262,,NONE,0,The First National Bank of Fleming,FLEMING COMMUNITY AGENCY INC,94,94,0,0,4,1,0,1,0,0,0,,,,,,8/31/2022,5,,OCC,3/31/2026,3/31/2026,1.234750341,1.458056253,1.46,1.23,9.42,9.42,2561167,6/26/2026,0,0,2,Agricultural Specialization,CO,CO,0,8075,Colorado,8,0,13,1,0,0,0,,,,,,,,,,,,,,,,,0,0,3018,1916,www.fnbfleming.com,80728,,,WESTERN DISTRICT,,,,,,
1,232 W Tomichi Ave,,247341,SM,51,1,,,,,0,,,,,11259,12/31/9999,12/31/9999,0,0,STATE,Gunnison,ORDWAY,13,N,Gunnison,,,,8/31/2022,0,202844,202844,11014,8/31/2022,12/31/9999,32158,12/23/1910,13,Dallas,Dallas,10,0,KANSAS CITY,502559,0,,0,11259,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.54480201,N,-106.92919,,NONE,0,The Gunnison Bank and Trust Company,LINDOE INC,1237,1237,0,0,,2,0,2,0,0,0,,,,,,8/31/2022,5,,FED,3/31/2026,3/31/2026,1.98965364,2.602473395,2.6,1.99,15.54,15.54,1052387,6/26/2026,0,0,4,Commercial Lending Specialization,CO,CO,1,8051,Colorado,8,0,13,0,1,0,0,www.crestedbuttebank.com,,www.gunnison.bank,,www.crestedbutte.bank,,,,,,,,,,,,0,10,11259,7186,www.gunnisonbank.com,81230,,,,,,,,,
1,17 S High St,,284135374,N,31,0,"Columbus, OH",,0,,18140,1,"Columbus, OH",0,18140,6560,7/21/2011,12/31/9999,1,7745,OCC,Columbus,COLUMBUS,3,N,Franklin,"Columbus-Marion-Zanesville, OH",1,198,2/25/2026,0,227513232,227513232,0,2/1/2026,12/31/9999,33143721,01/06/1866,9,Chicago,Washington,4,1,,12311,1,,0,6560,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,39.96170512,N,-83.00078542,,NONE,0,The Huntington National Bank,HUNTINGTON BANCSHARES INC,629840,629840,0,0,6,1472,2,1623,0,0,0,The Huntington National Bank of Columbus,,,,,2/25/2026,3,,OCC,3/31/2026,3/31/2026,0.9915176,1.211015077,1.21,0.99,8.77,8.77,1068191,6/26/2026,0,0,4,Commercial Lending Specialization,OH,OH,0,39049,Ohio,39,0,16,0,0,0,1,apply.huntington.com,,,,,,,,,,,,,,,,1,10,6560,4390,www.huntington.com,43215,810,,,,,,,,
1,50 S La Salle St,,173842608,SM,31,0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,913,7/21/2011,12/31/9999,1,0,STATE,Chicago,CHICAGO,13,N,Cook,"Chicago-Naperville, IL-IN-WI",1,176,8/31/2022,0,142285087,52755403,14033,8/31/2022,12/31/9999,11546963,01/01/1889,9,Chicago,Washington,7,0,,210434,1,1,0,913,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.881027,N,-87.63272897,,NONE,0,The Northern Trust Company,NORTHERN TRUST CORP,509573,509573,0,0,,65,2,67,0,0,0,,,,,,8/31/2022,3,,FED,3/31/2026,3/31/2026,1.163943715,1.591078415,1.59,1.16,17.76,17.76,1199611,6/26/2026,1,0,1,International Specialization,IL,IL,1,17031,Illinois,17,0,16,0,0,0,0,,,,,,,,,,,,,,,,,1,10,913,589,www.northerntrust.com,60603,,,,,,,,,
1,649 Market St,,828620,NM,51,1,"Grand Junction, CO",,0,,24300,1,"Grand Junction, CO",0,24300,57857,12/31/9999,12/31/9999,0,0,STATE,Grand Junction,ASPEN,21,N,Mesa,,0,,12/13/2022,0,745006,745006,0,12/13/2022,12/31/9999,66099,10/25/2004,13,Dallas,Dallas,10,0,KANSAS CITY,3271986,0,,0,57857,0,DIF,,0,1,10/25/2004,1,1,0,0,0,0,39.09860999,N,-108.60615,,NONE,0,Timberline Bank,TIMBERLINE BCORP,6397,6397,0,0,,3,0,3,0,0,0,,,,,,12/13/2022,5,,FDIC,3/31/2026,3/31/2026,3.105149502,4.130814798,4.13,3.11,40.68,40.68,3282713,6/26/2026,0,0,4,Commercial Lending Specialization,CO,CO,1,8077,Colorado,8,0,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,57857,428171,www.timberlinebank.com,81505,,,,,,,,,
1,700 17th St,Ste 100,6881,N,51,1,"Denver-Aurora-Lakewood, CO",,0,,19740,1,"Denver-Aurora-Lakewood, CO",0,19740,13986,12/31/9999,12/31/9999,0,8004,OCC,Denver,,3,N,Denver,"Denver-Aurora, CO",1,216,10/11/2023,0,5464,5464,0,9/29/2023,12/31/9999,1071,12/11/1905,13,Dallas,Dallas,10,1,KANSAS CITY,403254,0,,0,13986,0,DIF,,0,1,2/27/1934,1,1,0,0,0,0,39.74614101,N,-104.991472,,NONE,0,"Transact Bank, National Association",,14,14,0,0,8,1,0,1,0,0,0,Colorado National Bank,The Palisades National Bank,,,,10/11/2023,5,,OCC,3/31/2026,3/31/2026,0.830922175,0.830922175,0.83,0.83,5.26,5.26,,6/26/2026,0,0,4,Commercial Lending Specialization,CO,,0,8031,Colorado,8,0,13,1,0,0,0,,,,,,,,,,,,,,,,,0,0,13986,8747,www.transactbank.com,80202,520,,,,,,,,
1,425 Walnut St,,683379960,N,31,0,"Cincinnati, OH-KY-IN",,0,,17140,1,"Cincinnati, OH-KY-IN",0,17140,6548,7/21/2011,12/31/9999,1,24,OCC,Cincinnati,MINNEAPOLIS,3,N,Hamilton,"Cincinnati-Wilmington-Maysville, OH-KY-IN",1,178,9/30/2025,0,539835606,533860407,11523,9/19/2025,12/31/9999,67968276,07/13/1863,9,Chicago,Washington,4,1,,504713,1,1,0,6548,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,39.10083874,N,-84.5113783,,NONE,0,U.S. Bank National Association,U S BCORP,1991808,1991808,0,0,6,2100,1,2099,0,0,0,The First National Bank of Cincinnati,"Star Bank, National Association","Firstar Bank, National Association","Star Bank, National Association, Cincinnati",,9/30/2025,3,,OCC,3/31/2026,3/31/2026,1.172078206,1.453518838,1.45,1.17,11.72,11.72,1119794,6/26/2026,0,0,9,All Other Over 1 Billion,OH,MN,0,39061,Ohio,39,0,16,0,0,0,1,,,,,,,,,,,,,,,,,1,10,6548,4383,www.usbank.com,45202,820,,,,,,,,
1,1010 Grand Blvd,,72349509,N,31,0,"Kansas City, MO-KS",,0,,28140,1,"Kansas City, MO-KS",0,28140,8273,7/21/2011,12/31/9999,1,23920,OCC,Kansas City,KANSAS CITY,3,N,Jackson,"Kansas City-Overland Park-Kansas City, MO-KS",1,312,9/24/2025,0,60331165,60331165,0,8/29/2025,12/31/9999,7675387,8/28/1902,11,Kansas City,Kansas City,10,1,KANSAS CITY,936855,1,1,0,8273,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,39.10146248,N,-94.58134338,,NONE,0,"UMB Bank, National Association",UMB FINANCIAL CORP,250608,250608,0,0,7,208,0,210,0,0,0,United Missouri Bank of Cass County,"UMB Bank, Cass County",The Cass County Bank,"UMB BANK, NATIONAL ASSOCIATION",,9/24/2025,4,,OCC,3/31/2026,3/31/2026,1.381430829,1.743248316,1.74,1.38,13.19,13.19,1049828,6/26/2026,1,0,4,Commercial Lending Specialization,MO,MO,0,29095,Missouri,29,0,11,0,0,0,0,www.arizbank.com,,www.bankbv.com,,www.citywidebanks.com,,www.dubuquebank.com,,www.firstbanktexas.com,,www.illinoisbank.com,,www.mnbankandtrust.com,www.nmb-t.com,www.premiervalleybank.com,www.wisconsinbankandtrust.com,1,10,8273,5277,www.umb.com,64106,820,,,,,,,,
