WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FEDDESC,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OCCDISTDESC,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME2,PRIORNAME3,PRIORNAME4,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME5,PRIORNAME6,
1,1 E Washington St,,98766387,SM,41,0,"Phoenix-Mesa-Chandler, AZ",,0,,38060,1,"Phoenix-Mesa-Chandler, AZ",0,38060,57512,9/30/2014,12/31/9999,1,,,0,STATE,Phoenix,PHOENIX,13,N,Maricopa,"Phoenix-Mesa, AZ",1,429,4/9/2024,0,83216785,83216785,0,11/18/2023,12/31/9999,7718589,2/3/2003,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3138146,0,1,0,57512,0,DIF,,0,1,2/3/2003,1,1,0,0,0,0,33.44795,N,-112.073198,,NONE,0,Western Alliance Bank,WESTERN ALLIANCE BCORP,174873,174873,0,0,,,38,0,38,0,0,0,Alliance Bank of Arizona,4/9/2024,6,,FED,3/31/2026,3/31/2026,0.730531975,0.903158811,0.9,0.73,9.01,9.01,2349815,6/26/2026,1,0,4,Commercial Lending Specialization,AZ,AZ,1,4013,Arizona,4,0,14,0,0,0,0,,,,,,,,,,,,,,,,,0,0,57512,364554,www.westernalliancebancorporation.com,85004,,,,,,,,,,
1,140 E Motel Dr,,328609,SM,51,1,,,,,0,,,,,2249,12/31/9999,12/31/9999,0,,,0,STATE,Lordsburg,LORDSBURG,13,N,Hidalgo,,,,8/31/2022,0,289258,289258,11384,8/31/2022,12/31/9999,36006,9/29/1907,13,Dallas,Dallas,11,0,DALLAS,723653,0,,0,2249,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,32.34972602,N,-108.707904,,NONE,0,Western Bank,LORDSBURG FINANCIAL CORP,1540,1540,0,0,,,5,0,5,0,0,0,The First National Bank of Lordsburg,8/31/2022,5,,FED,3/31/2026,3/31/2026,1.895026018,1.895026018,1.9,1.9,17.13,17.13,1417454,6/26/2026,0,0,2,Agricultural Specialization,NM,NM,1,35023,New Mexico,35,1,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,2249,1496,www.bootheelbank.com,88045,,,,,,,,,,
1,110 4th St Se,,2585304,NM,51,1,,,,,0,,,,,9123,12/31/9999,12/31/9999,0,,,0,STATE,Devils Lake,DEVILS LAKE,21,N,Ramsey,,,,7/15/2024,0,2214149,2214149,10523,6/30/2024,12/31/9999,321333,10/1/1902,11,Kansas City,Kansas City,9,0,,233554,0,,0,9123,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,48.10497798,N,-98.86413003,,NONE,0,Western State Bank,WESTERN ST AGENCY EMPLOYEE STK OWNERSHIP PLAN&TR,12745,12745,0,0,,,11,0,10,0,0,0,Bank of Webster,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.982232617,2.638103542,2.64,1.98,16.16,16.16,4247081,6/26/2026,0,0,4,Commercial Lending Specialization,ND,ND,1,38071,North Dakota,38,0,11,0,0,1,0,,,,,,,,,,,,,,,,,0,0,9123,5841,www.westernbanks.com,58301,,,,,,,,,,
1,1100 N Market St,,759503,N,41,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington, DE-MD-NJ",1,48864,37980,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,37980,34069,7/21/2011,12/31/9999,1,,,22859,OCC,Wilmington,BUFFALO,3,N,New Castle,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",1,428,8/31/2022,0,4991,4991,0,8/31/2022,12/31/9999,673101,10/2/1995,2,New York,Washington,3,1,,2265456,0,1,0,34069,0,DIF,,0,1,10/2/1995,1,1,0,0,0,0,39.74673202,N,-75.54643203,,NONE,0,"Wilmington Trust, National Association",M&T BANK CORP,302,302,0,0,7,,43,0,40,0,0,0,"M&T Bank, National Association",8/31/2022,1,,OCC,3/31/2026,3/31/2026,0.157671268,0.221888374,0.22,0.16,0.18,0.18,1037003,6/26/2026,0,0,7,Other Specialized Under 1 Billion,DE,NY,0,10003,Delaware,10,0,16,0,1,0,0,,,,,,,,,,,,,,,,,1,10,34069,56206,http://www.wilmingtontrust.com,19801,,,,,,,,,,
1,4900 N Scottsdale Rd,Suite 1500,122620,NM,51,1,"Phoenix-Mesa-Chandler, AZ",,0,,38060,1,"Phoenix-Mesa-Chandler, AZ",0,38060,59318,12/31/9999,12/31/9999,0,,,0,STATE,Scottsdale,SCOTTSDALE,21,N,Maricopa,"Phoenix-Mesa, AZ",1,429,4/9/2024,0,99289,99289,0,11/18/2023,12/31/9999,21580,10/2/2023,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,5805442,0,,0,59318,0,DIF,,0,1,10/2/2023,1,1,0,0,0,0,33.50851026,N,-111.9272609,,NONE,0,Zenith Bank & Trust,VB&T HOLDING CO LLC,31,31,0,0,,,1,0,1,0,0,0,,4/9/2024,6,,FDIC,3/31/2026,3/31/2026,0.108199139,0.108199139,0.11,0.11,0.57,0.57,5805433,6/26/2026,0,0,4,Commercial Lending Specialization,AZ,AZ,1,4013,Arizona,4,0,14,0,1,0,0,,,,,,,,,,,,,,,,,1,10,59318,647694,www.zenithprivate.com,85251,,,,,,,,,,
1,1 S Main St,,87956932,N,41,0,"Salt Lake City, UT",,0,,41620,1,"Salt Lake City, UT",0,41620,2270,7/21/2011,12/31/9999,1,,,4341,OCC,Salt Lake City,,3,N,Salt Lake,"Salt Lake City-Provo-Orem, UT",1,482,4/15/2025,0,76926168,76926168,8926,3/24/2025,12/31/9999,7295506,07/06/1873,14,San Francisco,San Francisco,12,1,SAN FRANCISCO,276579,0,,0,2270,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,40.76904299,N,-111.890493,,NONE,0,"Zions Bancorporation, N.A.",,232932,232932,0,0,7,,414,0,412,0,0,0,Zions First National Bank,4/15/2025,6,,OCC,3/31/2026,3/31/2026,1.053117595,1.328255938,1.33,1.05,12.87,12.87,,6/26/2026,1,0,4,Commercial Lending Specialization,UT,,0,49035,Utah,49,0,14,0,0,0,0,www.amegybank.com,Amegy Bank of Texas,www.calbanktrust.com,California Bank & Trust,www.nbarizona.com,National Bank of Arizona,www.vectrabank.com,Nevada State Bank,www.nsbank.com,The Commerce Bank of Washington,www.tcboregon.com,Vectra Bank of Colorado,www.zionsbank.com,www.tcbwa.com,www.zifi.com,,1,10,2270,1506,www.zionsbancorporation.com,84133,Utah First National Bank of Salt Lake City,"ZB, National Association",,,,,First National Bank of Salt Lake City,The Utah State National Bank of Salt Lake City,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FEDDESC,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PRIORNAME2,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME3,PRIORNAME4,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME5,PRIORNAME6,OCCDISTDESC,
1,200 W Civic Center Dr,,185664000,SM,31,0,"Salt Lake City, UT",,0,,41620,1,"Salt Lake City, UT",0,41620,57803,7/21/2011,12/31/9999,1,0,STATE,Sandy,DETROIT,13,N,Salt Lake,"Salt Lake City-Provo-Orem, UT",1,482,8/31/2022,0,156225000,156225000,0,8/31/2022,12/31/9999,15378000,8/2/2004,14,San Francisco,Washington,12,0,SAN FRANCISCO,3284070,1,,0,57803,0,DIF,,0,1,8/2/2004,1,1,0,0,0,0,40.57283601,N,-111.896216,,NONE,0,Ally Bank,ALLY FINANCIAL INC,513000,513000,0,0,,1,0,1,0,0,0,GMAC Bank,GMAC Automotive Bank,8/31/2022,6,,FED,3/31/2026,3/31/2026,1.108254661,1.419343689,1.42,1.11,13.39,13.39,1562859,6/26/2026,1,0,9,All Other Over 1 Billion,UT,MI,1,49035,Utah,49,0,16,0,0,0,0,,,,,,,,,,,,,,,,,0,20,57803,425730,www.ally.com,84070,,,,,,,,,,,,
1,115 W Towne Ridge Pkwy,,217568586,N,31,0,"Salt Lake City, UT",,0,,41620,1,"Salt Lake City, UT",0,41620,27471,7/21/2011,12/31/9999,1,25151,OCC,Sandy,NEW YORK,3,N,Salt Lake,"Salt Lake City-Provo-Orem, UT",1,482,8/31/2022,0,173984176,173984176,0,8/31/2022,12/31/9999,19007749,3/20/1989,14,San Francisco,Washington,12,1,SAN FRANCISCO,1394676,1,,0,27471,0,DIF,,0,1,3/20/1989,1,1,0,0,0,1,40.57497499,N,-111.894096,,NONE,0,American Express National  Bank,AMERICAN EXPRESS CO,2002501,2002501,0,0,6,1,0,1,0,0,0,ILC Corporation,American Express Resource Corporation,8/31/2022,6,,OCC,3/31/2026,3/31/2026,3.735627934,4.850215631,4.85,3.74,42.14,42.14,1275216,6/26/2026,1,0,3,Credit-card Specialization,UT,NY,0,49035,Utah,49,0,16,0,0,0,0,www.amexsavings.com,,,,,,,,,,,,,,,,0,0,27471,40088,www.americanexpress.com,84070,American Express Deposit Corporation,American Express Centurion Bank,,,,,,,,,,
1,3305 Steck Ave Ste 275,,422410,SI,51,1,"Austin-Round Rock-Georgetown, TX",,0,,12420,1,"Austin-Round Rock-Georgetown, TX",0,12420,58082,12/31/9999,12/31/9999,0,0,STATE,Austin,AUSTIN,41,N,Travis,,0,,7/14/2025,0,336338,336338,0,7/11/2025,12/31/9999,42489,1/9/2006,13,Dallas,Dallas,11,0,DALLAS,3347911,0,,0,58082,0,DIF,,0,0,1/9/2006,1,1,0,1,0,0,30.366154,N,-97.73957803,,NONE,0,Austin Capital Bank SSB,GREENBACK FINCORP INC,848,848,0,0,,15,0,15,0,0,0,Libertad Bank SSB,,7/14/2025,5,,FDIC,3/31/2026,3/31/2026,0.760881878,0.96545861,0.97,0.76,8.03,8.03,5529654,6/26/2026,0,0,6,Consumer Lending Specialization,TX,TX,1,48453,Texas,48,0,13,0,1,0,0,www.creditstrong.com,,www.freekick.bank,,,,,,,,,,,,,,0,0,58082,439321,www.austincapitalbank.com,78757,,,520,,,,,,,,,
1,4350 La Jolla Village Dr,Ste 140,28237712,SB,41,0,"San Diego-Chula Vista-Carlsbad, CA",,0,,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,35546,1/1/2020,12/31/9999,1,716456,OCC,San Diego,LAS VEGAS,33,N,San Diego,,0,,9/23/2024,0,22684696,22684696,16456,8/13/2024,12/31/9999,2707033,7/4/2000,14,San Francisco,San Francisco,12,1,SAN FRANCISCO,2917317,0,,0,35546,0,DIF,,0,0,7/4/2000,1,1,0,1,0,0,32.87402601,N,-117.211154,,NONE,0,Axos Bank,AXOS FINANCIAL INC,150846,150846,0,0,7,3,0,3,0,0,0,Bofi Federal Bank,Bank of Internet USA,9/23/2024,6,,OCC,3/31/2026,3/31/2026,2.17659669,2.939067835,2.94,2.18,22.72,22.72,3814310,6/26/2026,1,0,4,Commercial Lending Specialization,CA,NV,0,6073,California,6,0,14,0,0,0,0,www.axosbank.com,,www.ufbdirect.com,,www.axosfs.com,,,,,,,,,,,,0,0,35546,81655,www.axosbank.com,92122,,,440,,,,,,,,,
1,100 N Tryon St,,2672192000,N,31,0,"Charlotte-Concord-Gastonia, NC-SC",,0,,16740,1,"Charlotte-Concord-Gastonia, NC-SC",0,16740,3510,7/21/2011,12/31/9999,1,13044,OCC,Charlotte,CHARLOTTE,3,N,Mecklenburg,"Charlotte-Concord, NC-SC",1,172,8/31/2022,0,2128004000,1991308000,0,8/31/2022,12/31/9999,241710000,10/17/1904,5,Atlanta,Washington,5,1,,480228,1,1,0,3510,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,35.22701499,N,-80.84204503,,NONE,0,"Bank of America, National Association",BANK OF AMERICA CORP,7417000,7417000,0,0,6,3610,229,3830,0,0,0,Bank of America National Trust and Savings Association,,8/31/2022,2,,OCC,3/31/2026,3/31/2026,1.117646117,1.401841961,1.4,1.12,12.16,12.16,1073757,6/26/2026,0,0,9,All Other Over 1 Billion,NC,NC,0,37119,North Carolina,37,0,16,0,0,0,1,www.ml.com,Bank of America,www.merrilledge.com,Bank of America Merrill Lynch,www.mymerrill.com,BofA,privatebank.bankofamerica.com,BofAML,promo.bankofamerica.com,Merrill,secure.bankofamerica.com,Merrill Lynch,about.bankofamerica.com,promotions.bankofamerica.com,benefits.ml.com,olui2.fs.ml.com,1,10,3510,2238,www.bankofamerica.com,28202,,,,,,,,,,,,
1,123 S Main St,,329016,NM,41,1,"Little Rock-North Little Rock-Conway, AR",,0,,30780,1,"Little Rock-North Little Rock-Conway, AR",0,30780,13303,12/31/9999,12/31/9999,0,0,STATE,England,ENGLAND,21,N,Lonoke,"Little Rock-North Little Rock, AR",1,340,8/31/2022,0,250565,250565,12297,8/31/2022,12/31/9999,65102,08/08/1898,13,Dallas,Dallas,8,0,,244149,0,,0,13303,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,34.54506284,N,-91.87379369,,NONE,0,Bank of England,MHBC INVESTMENTS PARTNERSHIP I LLLP,339,339,0,0,,151,0,151,0,0,0,,,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,0.412384929,0.543764199,0.54,0.41,2.08,2.08,2795083,6/26/2026,0,0,7,Other Specialized Under 1 Billion,AR,AR,1,5085,Arkansas,5,0,13,0,1,0,0,,,,,,,,,,,,,,,,,0,0,13303,8411,www.bankofengland-ar.com,72046,,,,,,,,,,,,
1,2605 Washington Blvd,,3725841,NM,51,0,"Ogden-Clearfield, UT",,0,,36260,1,"Ogden-Clearfield, UT",0,36260,17159,12/31/9999,12/31/9999,0,0,STATE,Ogden,OGDEN,21,N,Weber,"Salt Lake City-Provo-Orem, UT",1,482,8/31/2022,0,2862466,2862466,9533,8/31/2022,12/31/9999,456067,2/5/1952,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,933975,0,,0,17159,0,DIF,,0,1,12/1/1952,1,1,0,0,0,0,41.21829301,N,-111.97107,,NONE,0,Bank of Utah,BOU BCORP INC,12080,12080,0,0,,20,0,20,0,0,0,,,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.323646317,1.525151745,1.53,1.32,10.7,10.7,2935142,6/26/2026,0,0,4,Commercial Lending Specialization,UT,UT,1,49057,Utah,49,0,14,0,0,1,0,www.bankofutahfx.com,,www.bankofutah.info,,www.bankofutah.net,,www.bankofutah.org,,www.cachemortgage.com,,www.homestartgrant.com,,www.findmeabanker.com,,,,1,10,17159,11195,www.bankofutah.com,84401,,,,,,,,,,,,
1,10 S 1st Ave,,16338071,NM,41,0,"Walla Walla, WA",,0,,47460,1,"Walla Walla, WA",0,47460,28489,4/1/2019,12/31/9999,1,0,STATE,Walla Walla,WALLA WALLA,21,N,Walla Walla,"Kennewick-Richland-Walla Walla, WA",1,313,8/31/2022,0,13928915,13928915,1691,8/31/2022,12/31/9999,1952235,01/01/1890,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,352772,0,,0,28489,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,46.066476,N,-118.337869,,NONE,0,Banner Bank,BANNER CORP,56492,56492,0,0,,147,0,147,0,0,0,First Federal Savings and Loan Association,First Savings Bank of Washington,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.382661738,1.709750379,1.71,1.38,11.58,11.58,2126977,6/26/2026,1,0,4,Commercial Lending Specialization,WA,WA,1,53071,Washington,53,0,14,0,0,0,0,,,,,,,,,,,,,,,,,0,0,28489,41323,www.bannerbank.com,99362,First Federal Savings Bank of Washington,,,,,,,,,,,
1,3201 Banterra Dr,,3260267,NM,51,0,"Carbondale-Marion, IL",,0,,16060,1,"Carbondale-Marion, IL",0,16060,17514,12/31/9999,12/31/9999,0,0,STATE,Marion,ELDORADO,21,N,Williamson,,0,,8/31/2022,0,3005844,3005844,12376,8/31/2022,12/31/9999,213925,11/26/1955,9,Chicago,Chicago,8,0,,502849,0,,0,17514,0,DIF,,0,1,11/26/1955,1,1,0,0,0,0,37.74580698,N,-88.984667,,NONE,0,Banterra Bank,BANTERRA CORP,6884,6884,0,0,,43,0,43,0,0,0,Banterra Bank of Marion,Bank of Egypt,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,0.840922021,0.988120022,0.99,0.84,12.79,12.79,3202832,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17199,Illinois,17,0,9,0,0,1,0,open.banterra.bank,Sun Canyon Bank,suncanyon.bank,,open.suncanyon.bank,,banterra.myebanking.net,,suncanyon.myebanking.net,,,,,,,,0,30,17514,11494,www.banterra.bank,62959,,,,,,,,,,,,
1,320 S Canal St,,251964731,N,31,0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,16571,7/21/2011,12/31/9999,1,14583,OCC,Chicago,MONTREAL,3,N,Cook,"Chicago-Naperville, IL-IN-WI",1,176,6/9/2025,0,193961053,193961053,0,5/19/2025,12/31/9999,37611001,5/17/1947,9,Chicago,Washington,7,1,,75633,1,1,0,16571,0,DIF,,0,1,5/17/1947,1,1,0,0,0,0,41.877258,N,-87.64035801,,NONE,0,BMO Bank National Association,BANK OF MONTREAL,732963,732963,0,0,6,990,0,990,0,0,0,"Harris Bank Glencoe-Northbrook, National Association",Harris National Association,6/9/2025,3,,OCC,3/31/2026,3/31/2026,1.163343587,1.523588812,1.52,1.16,7.82,7.82,1231333,6/26/2026,0,0,4,Commercial Lending Specialization,IL,0,0,17031,Illinois,17,0,16,0,0,0,1,NA,BMO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,16571,10718,www.bmo.com,60606,BMO Harris Bank National Association,Glencoe National Bank,820,820,820,820,820,820,,,,
1,2855 East Cottonwood Parkway,Suite 200,13013553,NM,41,0,"Salt Lake City, UT",,0,,41620,1,"Salt Lake City, UT",0,41620,35141,10/1/2019,12/31/9999,1,0,STATE,Salt Lake City,,23,N,Salt Lake,"Salt Lake City-Provo-Orem, UT",1,482,7/10/2023,0,8703345,8703345,0,12/5/2022,12/31/9999,1810370,11/12/1999,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2850722,0,,0,35141,0,DIF,,0,1,11/12/1999,1,1,0,0,0,0,40.63402801,N,-111.811331,,NONE,0,BMW Bank of North America,,73045,73045,0,0,,1,0,1,0,0,0,,,7/10/2023,6,,FDIC,3/31/2026,3/31/2026,2.262499851,3.026072256,3.03,2.26,16.46,16.46,,6/26/2026,1,0,6,Consumer Lending Specialization,UT,,1,49035,Utah,49,0,14,0,0,0,0,,,,,,,,,,,,,,,,,0,0,35141,75133,http://www.bmwusa.com,84121,,,520,,,,,,,,,
1,7101 S Highland Dr,,317090,NM,51,1,"Salt Lake City, UT",,0,,41620,1,"Salt Lake City, UT",0,41620,22578,12/31/9999,12/31/9999,0,0,STATE,Salt Lake City,SALT LAKE CITY,21,N,Salt Lake,"Salt Lake City-Provo-Orem, UT",1,482,8/31/2022,0,274147,274147,0,8/31/2022,12/31/9999,33020,1/3/1978,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,406974,0,,0,22578,0,DIF,,0,1,1/3/1978,1,1,0,0,0,0,40.62247301,N,-111.833867,,NONE,0,Brighton Bank,BRIGHTON BCORP,1303,1303,0,0,,6,0,6,0,0,0,,,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.643769948,1.643769948,1.64,1.64,16.08,16.08,1027947,6/26/2026,0,0,4,Commercial Lending Specialization,UT,UT,1,49035,Utah,49,1,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,22578,15750,www.brightonbank.com,84121,,,,,,,,,,,,
1,101 N Main St,,3497348,NM,41,0,"Logan, UT-ID",,0,,30860,1,"Logan, UT-ID",0,30860,22134,12/31/9999,12/31/9999,0,0,STATE,Logan,LOGAN,21,N,Cache,,0,,8/31/2022,0,3119198,3119198,10858,8/31/2022,12/31/9999,352624,10/2/1975,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,995076,0,1,0,22134,0,DIF,,0,1,10/2/1975,1,1,0,0,0,0,41.73353799,N,-111.835333,,NONE,0,Cache Valley Bank,CACHE VALLEY BANKING CO,16182,16182,0,0,,24,0,24,0,0,0,North Park Bank of Commerce,,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.842977613,2.440333785,2.44,1.84,18.59,18.59,2324997,6/26/2026,0,0,4,Commercial Lending Specialization,UT,UT,1,49005,Utah,49,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,0,22134,15375,cachevalleybank.com,84321,,,,,,,,,,,,
1,3280 N University Ave,,1504994,NM,51,1,"Provo-Orem, UT",,0,,39340,1,"Provo-Orem, UT",0,39340,33823,12/31/9999,12/31/9999,0,0,STATE,Provo,PLEASANT GROVE,21,N,Utah,"Salt Lake City-Provo-Orem, UT",1,482,10/8/2025,0,1282069,1282069,13865,10/8/2025,12/31/9999,199370,7/29/1993,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2068107,0,,0,33823,0,DIF,,0,1,7/29/1993,1,1,0,0,0,0,40.277143,N,-111.657028,,NONE,0,Capital Community Bank,CAPITAL COMMUNITY BCORP INC,18737,18737,0,0,,7,0,7,0,0,0,"CAPITAL COMMUNITY BANK, INC.",Orem Community Bank,10/8/2025,6,,FDIC,3/31/2026,3/31/2026,5.109758775,6.653567518,6.65,5.11,37.13,37.13,2641621,6/26/2026,0,0,4,Commercial Lending Specialization,UT,UT,1,49049,Utah,49,0,14,0,0,1,0,https://www.limelightbank.com,,,,,,,,,,,,,,,,0,0,33823,48127,https://www.ccbank.com,84604,CAPITAL COMMUNITY BANK,,,,,,,,,,,
1,268 S State St,Ste 300,4965251,NM,51,0,"Salt Lake City, UT",,0,,41620,1,"Salt Lake City, UT",0,41620,57056,12/31/9999,12/31/9999,0,0,STATE,Salt Lake City,,23,N,Salt Lake,"Salt Lake City-Provo-Orem, UT",1,482,8/31/2022,0,3559989,3559989,0,8/31/2022,12/31/9999,886590,3/1/2001,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2998576,0,,0,57056,0,DIF,,0,1,3/1/2001,1,1,0,0,0,0,40.76331698,N,-111.888682,,NONE,0,Celtic Bank,,40135,40135,0,0,,1,0,1,0,0,0,,,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,3.290529868,4.33134902,4.33,3.29,18.48,18.48,,6/26/2026,0,0,4,Commercial Lending Specialization,UT,,1,49035,Utah,49,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,0,57056,356463,http://www.celticbank.com,84111,,,,,,,,,,,,
1,75 N University Ave,,2149085,NM,51,1,"Provo-Orem, UT",,0,,39340,1,"Provo-Orem, UT",0,39340,9204,12/31/9999,12/31/9999,0,0,STATE,Provo,PROVO,21,N,Utah,"Salt Lake City-Provo-Orem, UT",1,482,8/31/2022,0,1773365,1773365,10206,8/31/2022,12/31/9999,311439,10/17/1891,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,622774,0,,0,9204,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,40.23486699,N,-111.659397,,NONE,0,Central Bank,CENTRAL BCORP,10229,10229,0,0,,12,0,12,0,0,0,Springville Banking Company,Central Bank and Trust Company,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.948235299,2.578092971,2.58,1.95,13.2,13.2,1025662,6/26/2026,0,0,4,Commercial Lending Specialization,UT,UT,1,49049,Utah,49,0,14,0,0,1,0,,,,,,,,,,,,,,,,,1,10,9204,5893,www.cbutah.com,84601,,,,,,,,,,,,
