OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FEDDESC,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME1,PRIORNAME2,PRIORNAME3,CHANGEC1,CHANGEC2,OCCDISTDESC,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME4,PRIORNAME5,PRIORNAME6
1,117 Aplets Way,,2300997,NM,51,1,"Wenatchee, WA",,0,,48300,1,"Wenatchee, WA",0,48300,1265,12/31/9999,12/31/9999,0,0,STATE,Cashmere,,21,N,Chelan,,0,,8/31/2022,0,1943353,1943353,11548,8/31/2022,12/31/9999,257986,9/24/1932,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,574976,0,,0,1265,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,47.52217998,N,-120.470573,,NONE,0,Cashmere Valley Bank,,5796,5796,0,0,,12,0,12,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.013661298,1.241367822,1.24,1.01,8.76,8.76,,6/26/2026,0,0,9,All Other Over 1 Billion,WA,,1,53007,Washington,53,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,0,1265,860,www.cashmerevalleybank.com,98815,,,,,,,,,,,,,
1,777 N Broadway,,24035136,NM,31,0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,18503,7/21/2011,12/31/9999,1,0,STATE,Los Angeles,LOS ANGELES,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,4/11/2024,0,20697975,20446054,10611,11/18/2023,12/31/9999,3072117,4/19/1962,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,595869,1,,0,18503,0,DIF,,0,1,4/19/1962,1,1,0,0,0,0,34.06227599,N,-118.238783,3,Asian or Pacific Islander American owned,0,Cathay Bank,CATHAY GENERAL BCORP,92165,92165,0,0,,65,1,66,0,0,0,4/11/2024,6,,FDIC,3/31/2026,3/31/2026,1.528167901,1.951176847,1.95,1.53,12.12,12.12,1843080,6/26/2026,1,0,4,Commercial Lending Specialization,CA,CA,1,6037,California,6,0,14,0,0,0,0,www.cdrateline.com,,www.quickrate.com,,,,,,,,,,,,,,0,0,18503,12395,www.cathaybank.com,90012,,,,,,,,,,,,,
1,5415 Evergreen Way,,5659447,SM,41,1,"Seattle-Tacoma-Bellevue, WA","Seattle-Bellevue-Kent, WA",1,42644,42660,1,"Seattle-Tacoma-Bellevue, WA",0,42660,34403,12/31/9999,12/31/9999,0,0,STATE,Everett,EVERETT,13,N,Snohomish,"Seattle-Tacoma, WA",1,500,8/31/2022,0,5081519,5081519,0,8/31/2022,12/31/9999,507330,4/1/1997,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2562164,0,,0,34403,0,DIF,,0,1,4/1/1997,1,1,0,0,0,0,47.94745902,N,-122.214291,,NONE,0,Coastal Community Bank,COASTAL FINANCIAL CORP,12420,12420,0,0,,14,0,14,0,0,0,8/31/2022,6,,FED,3/31/2026,3/31/2026,0.955628484,1.163373807,1.16,0.96,9.93,9.93,3203008,6/26/2026,0,0,4,Commercial Lending Specialization,WA,WA,1,53061,Washington,53,0,14,0,0,1,0,www.ccbx.com,,,,,,,,,,,,,,,,0,0,34403,57166,www.coastalbank.com,98203,,,,,,,,,,,,,
1,445 Se Main St,,66011146,NM,41,0,"Roseburg, OR",,0,,0,0,,1,40700,17266,7/21/2011,12/31/9999,1,0,STATE,Roseburg,TACOMA,21,N,Douglas,,0,,9/23/2025,0,53614966,53614966,9866,9/1/2025,12/31/9999,7965503,11/9/1953,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,143662,0,,0,17266,0,DIF,,0,1,11/9/1953,1,1,0,0,0,0,43.20966402,N,-123.34251,,NONE,0,Columbia Bank,COLUMBIA BANKING SYSTEM INC,198193,198193,0,0,,376,0,377,0,0,0,9/23/2025,6,,FDIC,3/31/2026,3/31/2026,1.193641634,1.585045852,1.59,1.19,9.84,9.84,2078816,6/26/2026,1,0,4,Commercial Lending Specialization,OR,WA,1,41019,Oregon,41,0,14,0,0,0,0,,,,,,,,,,,,,,,,,1,10,17266,11289,www.columbiabank.com/,97470,Umpqua Bank,,South Umpqua State Bank,810,South Umpqua Bank,,,,,,,,
1,"1313 Broadway, Suite 400",,697257,SM,51,1,"Seattle-Tacoma-Bellevue, WA","Tacoma-Lakewood, WA",1,45104,42660,1,"Seattle-Tacoma-Bellevue, WA",0,42660,58446,12/31/9999,12/31/9999,0,0,STATE,Tacoma,TACOMA,13,N,Pierce,"Seattle-Tacoma, WA",1,500,2/19/2025,0,623547,623547,0,2/18/2025,12/31/9999,61287,12/11/2006,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3537897,0,,0,58446,0,DIF,,0,1,12/11/2006,1,1,0,0,0,0,47.25076893,N,-122.4391538,,NONE,0,Commencement Bank,COMMENCEMENT BCORP INC,1661,1661,0,0,,6,0,6,0,0,0,2/19/2025,6,,FED,3/31/2026,3/31/2026,0.962678809,1.158576122,1.16,0.96,10.96,10.96,5458745,6/26/2026,0,0,4,Commercial Lending Specialization,WA,WA,1,53053,Washington,53,0,14,0,1,0,0,commencementbank.com,,,,,,,,,,,,,,,,0,0,58446,451921,www.commencementbank.com,98402,,,,520,,,,,,,,,
1,202 Duryea St,,74003,SI,51,1,,,,,0,,,,,28266,12/31/9999,12/31/9999,0,0,STATE,Raymond,,42,N,Pacific,,,,5/20/2024,0,70658,70658,1265,5/17/2024,12/31/9999,2974,1/1/1925,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,768476,0,,0,28266,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,46.68641799,N,-123.734253,,NONE,1,Connect Community Bank,,-331,-331,0,0,,3,0,2,0,0,0,5/20/2024,6,,FDIC,3/31/2026,3/31/2026,-1.757588228,-1.757588228,-1.76,-1.76,-42.18,-42.18,,6/26/2026,0,0,5,Mortgage Lending Specialization,WA,,1,53049,Washington,53,0,14,1,0,0,0,,,,,,,,,,,,,,,,,0,0,28266,41100,www.mycc.bank,98577,Raymond Federal Bank,,Raymond Federal Savings Bank,510,Raymond Federal Savings and Loan Association,,,,,,,,
1,1177 West Loop S,Ste 750,3798501,SI,41,0,"Houston-The Woodlands-Sugar Land, TX",,0,,26420,1,"Houston-The Woodlands-Sugar Land, TX",0,26420,1213,12/31/9999,12/31/9999,0,0,STATE,Houston,HOUSTON,41,N,Harris,"Houston-The Woodlands, TX",1,288,3/31/2026,0,2568130,2568130,0,3/1/2026,12/31/9999,396592,12/6/1906,13,Dallas,Dallas,11,0,DALLAS,2891622,0,,0,1213,0,DIF,,0,0,1/1/1934,1,1,0,1,0,0,29.7571752,N,-95.45466862,,NONE,0,"Cornerstone Capital Bank, SSB",CORNERSTONE CAPITAL BCORP INC,-2460,-2460,0,0,,19,0,19,0,0,0,3/31/2026,5,,FDIC,3/31/2026,3/31/2026,-0.31395907,-0.463408693,-0.46,-0.31,-2.67,-2.67,6013468,6/26/2026,0,0,9,All Other Over 1 Billion,TX,TX,1,48201,Texas,48,0,13,0,0,1,0,www.rsb.bank,,www.peoplesbanktexas.com,,,,,,,,,,,,,,0,0,1213,831,www.cornerstonecapital.com,77027,The Roscoe State Bank,,,810,,,,,,,,,
1,8 3rd St N Ste 200,,12234,SB,51,0,"Great Falls, MT",,0,,24500,1,"Great Falls, MT",0,24500,35510,12/31/9999,12/31/9999,0,716693,OCC,Great Falls,,33,N,Cascade,,0,,8/26/2024,0,500,500,16693,5/3/2024,12/31/9999,9854,1/1/2001,14,San Francisco,San Francisco,9,1,,644954,0,,0,35510,0,DIF,,0,0,1/1/2001,1,1,0,1,0,0,47.50577362,N,-111.3027777,,NONE,0,Davidson Trust Co.,,264,264,0,0,7,13,0,13,0,0,0,8/26/2024,6,,OCC,3/31/2026,3/31/2026,8.493183737,10.87384888,10.87,8.49,10.89,10.89,,6/26/2026,0,0,5,Mortgage Lending Specialization,MT,,0,30013,Montana,30,0,14,1,0,0,0,,,,,,,,,,,,,,,,,1,10,35510,80595,,59401,,,,,,,,,,,,,
1,135 N Los Robles Ave,Fl 7,82474471,SM,31,0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,31628,7/21/2011,12/31/9999,1,0,STATE,Pasadena,PASADENA,13,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,12/1/2023,0,69086073,65179919,7276,11/18/2023,12/31/9999,8218667,1/1/1972,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,197478,1,,0,31628,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,34.14818798,N,-118.141779,8,"Majority of the Board Asian or Pacific Islander, serving a minority community",0,East West Bank,EAST WEST BCORP INC,360281,360281,0,0,,97,1,98,0,0,0,12/1/2023,6,,FED,3/31/2026,3/31/2026,1.777670609,2.274447936,2.27,1.78,17.61,17.61,2734233,6/26/2026,1,0,4,Commercial Lending Specialization,CA,CA,1,6037,California,6,0,14,0,0,0,0,https://www.velobank.com,,,,,,,,,,,,,,,,0,0,31628,44462,https://www.eastwestbank.com,91101,East-West Bank,,"East-West Federal Bank, FSB",,,,,,,,,,
1,159 Riverside Ave,,50557,NM,51,1,,,,,0,,,,,6156,12/31/9999,12/31/9999,0,0,STATE,Winthrop,,21,N,Okanogan,,,,8/31/2022,0,44671,44671,0,8/31/2022,12/31/9999,5833,1/1/1916,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,694771,0,,0,6156,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,48.47808998,N,-120.186313,,NONE,0,Farmers State Bank,,161,161,0,0,,1,0,1,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.279631212,1.62139607,1.62,1.28,11.23,11.23,,6/26/2026,0,0,7,Other Specialized Under 1 Billion,WA,,1,53047,Washington,53,0,14,1,0,0,0,,,,,,,,,,,,,,,,,0,0,6156,4152,http://farmersstatebankwa.com,98862,"Farmers State Bank, Winthrop, Wash.",,,,,,,,,,,,
1,105 W 8th St,,2115202,NM,51,1,"Port Angeles, WA",,0,,0,0,,1,38820,28405,12/31/9999,12/31/9999,0,0,STATE,Port Angeles,PORT ANGELES,21,N,Clallam,,0,,7/30/2024,0,1610758,1610758,1528,7/1/2023,12/31/9999,179321,1/1/1923,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,403179,0,,0,28405,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,48.113429,N,-123.439515,,NONE,0,First Fed Bank,FIRST NORTHWEST BCORP,774,774,0,0,,15,0,14,0,0,0,7/30/2024,6,,FDIC,3/31/2026,3/31/2026,0.147263076,0.125382903,0.13,0.15,1.73,1.73,4438366,6/26/2026,0,0,4,Commercial Lending Specialization,WA,WA,1,53009,Washington,53,0,14,0,0,1,0,applynow.ourfirstfed.com,,,,,,,,,,,,,,,,0,0,28405,41239,www.ourfirstfed.com,98362,First Federal Savings and Loan Association of Port Angeles,,Lincoln Savings and Loan,,,,,,,,,,
1,401 N 31st St,,26361352,SM,41,0,"Billings, MT",,0,,13740,1,"Billings, MT",0,13740,1105,6/30/2018,12/31/9999,1,0,STATE,Billings,BILLINGS,13,N,Yellowstone,,0,,5/5/2026,0,22202732,22202732,11071,4/10/2026,12/31/9999,3267869,10/9/1916,14,San Francisco,San Francisco,9,0,,659855,0,,0,1105,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,45.783412,N,-108.512016,,NONE,0,First Interstate Bank,FIRST INTRST BANCSYSTEM,67293,67293,0,0,,290,0,279,0,0,0,5/5/2026,6,,FED,3/31/2026,3/31/2026,1.017089678,1.309038383,1.31,1.02,8.11,8.11,1123670,6/26/2026,1,0,4,Commercial Lending Specialization,MT,MT,1,30111,Montana,30,0,14,0,0,0,0,,,,,,,,,,,,,,,,,1,10,1105,748,www.firstinterstatebank.com,59101,"First Interstate Bank of Billings, National Association",,The First Interstate Bank of Commerce,,"Security Bank, N. A.",Security Trust and Savings Bank,,,,,,,
1,239 Fayetteville St,,235521000,NM,31,0,"Raleigh-Cary, NC",,0,,39580,1,"Raleigh-Cary, NC",0,39580,11063,7/21/2011,12/31/9999,1,0,STATE,Raleigh,RALEIGH,21,N,Wake,"Raleigh-Durham-Cary, NC",1,450,3/28/2023,0,171449000,171448000,0,3/26/2023,12/31/9999,23476000,01/01/1898,5,Atlanta,Atlanta,5,0,,491224,1,,0,11063,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,35.77765699,N,-78.63872097,,NONE,0,First-Citizens Bank & Trust Company,FIRST CITIZENS BANCSHARES INC,559000,559000,0,0,,518,0,516,0,0,0,3/28/2023,2,,FDIC,3/31/2026,3/31/2026,0.962024554,1.271799902,1.27,0.96,9.55,9.55,1075612,6/26/2026,1,0,4,Commercial Lending Specialization,NC,NC,1,37183,North Carolina,37,0,5,0,0,0,0,www.cit.com,First Citizens Bank,www.svb.com,SVB," a division of First-Citizens Bank and Trust Company""""",www.svbconnect.com,Silicon Valley Bank," A division of First Citizens Bank and Trust Company""""",,,,,,,,,,,1,10,11063,7078,www.firstcitizens.com,27601,,,,810,,,,,,,
1,244 S Gateway Pl,,2014346,NM,41,1,"Tulsa, OK",,0,,46140,1,"Tulsa, OK",0,46140,15118,12/31/9999,12/31/9999,0,0,STATE,Jenks,JENKS,21,N,Tulsa,"Tulsa-Muskogee-Bartlesville, OK",1,538,8/13/2025,0,1237261,1237261,16041,6/30/2024,12/31/9999,276970,3/2/1935,13,Dallas,Dallas,10,0,KANSAS CITY,3851427,0,,0,15118,0,DIF,,0,1,5/3/1935,1,1,0,0,0,0,36.02117634,N,-96.00868644,4,Native American or Native Alaskan American owned,0,Gateway First Bank,GATEWAY FIRST BCORP INC,7764,7764,0,0,,16,0,16,0,0,0,7/30/2024,5,,FDIC,3/31/2026,3/31/2026,1.544907838,2.009136327,2.01,1.54,11.37,11.37,5610860,6/26/2026,0,0,4,Commercial Lending Specialization,OK,OK,1,40143,Oklahoma,40,0,13,0,0,1,0,,,,,,,,,,,,,,,,,1,0,15118,9492,www.gatewayfirst.com,74037,Farmers Exchange Bank,,,,,,,,,,,,
1,333 S Grand Ave,Ste 3500,676588,NM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,22366,12/31/9999,12/31/9999,0,0,STATE,Los Angeles,LOS ANGELES,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,12/5/2023,0,522816,522816,0,11/18/2023,12/31/9999,105210,11/15/1976,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,972769,0,,0,22366,0,DIF,,0,1,11/15/1976,1,1,0,0,0,0,34.05293302,N,-118.251873,,NONE,0,GBC International Bank,GBC HOLDINGS INC,1966,1966,0,0,,8,0,8,0,0,0,12/5/2023,6,,FDIC,3/31/2026,3/31/2026,1.158452735,1.62631208,1.63,1.16,7.54,7.54,2017673,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6037,California,6,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,22366,15573,http://www.gbcib.com,90071,Guaranty Bank of California,,First Women's Bank of California,,,,,,,,,,
1,49 Commons Loop,,31717351,NM,41,0,"Kalispell, MT",,0,,0,0,,1,28060,30788,6/30/2018,12/31/9999,1,0,STATE,Kalispell,KALISPELL,21,N,Flathead,,0,,10/8/2025,0,24944633,24944633,5918,10/1/2025,12/31/9999,4261906,7/15/1955,14,San Francisco,San Francisco,9,0,,2634191,0,,0,30788,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,48.21999492,N,-114.3284272,,NONE,0,Glacier Bank,GLACIER BCORP INC,87712,87712,0,0,,264,0,266,0,0,0,10/8/2025,6,,FDIC,3/31/2026,3/31/2026,1.102030515,1.345788427,1.35,1.1,8.29,8.29,2003975,6/26/2026,1,0,4,Commercial Lending Specialization,MT,MT,1,30029,Montana,30,0,14,0,0,0,0,www.valleybankglacier.com,Valley Bank,www.fsbmsla.com,First Security Bank of Missoula,www.ourbank.com,First Security Bank Bozeman,www.westernsecuritybank.com,Western Security Bank,www.mountainwestbank.com,Mountain West Bank,www.firstbankofwyoming.com,First Bank of Wyoming,www.ccb-idaho.com,www.fsbwy.com,www.banksanjuans.com,www.wheatland.bank,0,10,30788,43622,www.glacierbank.com,59901,Glacier Bank F.S.B.,,First Federal Savings Bank of Montana,810,,,,,,,,,
1,201 5th Ave Sw,,8492771,NM,41,0,"Olympia-Lacey-Tumwater, WA",,0,,36500,1,"Olympia-Lacey-Tumwater, WA",0,36500,29012,12/31/9999,12/31/9999,0,0,STATE,Olympia,OLYMPIA,21,N,Thurston,"Seattle-Tacoma, WA",1,500,2/18/2026,0,7258982,7258982,2763,1/31/2026,12/31/9999,1122561,1/1/1927,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,881478,0,,0,29012,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,47.04373604,N,-122.9030747,,NONE,0,Heritage Bank,HERITAGE FINANCIAL CORP,22249,22249,0,0,,67,0,68,0,0,0,2/18/2026,6,,FDIC,3/31/2026,3/31/2026,1.151625865,1.378752221,1.38,1.15,8.66,8.66,2166124,6/26/2026,0,0,4,Commercial Lending Specialization,WA,WA,1,53067,Washington,53,0,14,0,0,1,0,www.heritagebankwa.com,Whidbey Island Bank,www.kitsapbank.com,Kitsap Bank,,,,,,,,,,,,,0,30,29012,41846,www.heritagebanknw.com,98501,Heritage Savings Bank,,Heritage Federal Savings and Loan Association,810,"Heritage Bank, A Federal Savings Bank",,,,,,,,
1,1800 Tysons Blvd,Ste 560,167705510,N,31,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",1,47894,47900,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,47900,57890,7/21/2011,12/31/9999,1,24522,OCC,Tysons,LONDON,3,N,Fairfax,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,548,8/31/2022,0,135520708,129546691,0,8/31/2022,12/31/9999,16439241,7/1/2004,5,Atlanta,Washington,5,1,,413208,1,1,0,57890,0,DIF,,0,1,7/1/2004,1,1,0,0,0,0,38.92248969,N,-77.22239709,,NONE,0,"HSBC Bank USA, National Association",HSBC HOLDINGS PLC,369496,369496,0,0,6,22,19,41,0,0,0,8/31/2022,2,,OCC,3/31/2026,3/31/2026,0.887763941,1.16081137,1.16,0.89,9.06,9.06,1857108,6/26/2026,1,0,9,All Other Over 1 Billion,VA,0,0,51059,Virginia,51,0,16,0,0,0,0,http://www.us.hsbc.com/,,,,,,,,,,,,,,,,1,10,57890,429342,https://www.about.us.hsbc.com/hsbc-in-the-usa,22102,,,,520,,,,,,,,,
1,1111 Polaris Pkwy,,4016571000,N,31,0,"Columbus, OH",,0,,18140,1,"Columbus, OH",0,18140,628,7/21/2011,12/31/9999,1,8,OCC,Columbus,NEW YORK,3,N,Delaware,"Columbus-Marion-Zanesville, OH",1,198,3/6/2025,0,2787994000,2209823000,0,2/1/2025,12/31/9999,335931000,01/01/1824,9,Chicago,Washington,4,1,,852218,1,1,0,628,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,40.14208925,N,-82.99608586,,NONE,0,"JPMorgan Chase Bank, National Association",JPMORGAN CHASE&CO,13974000,13974000,0,0,6,5132,198,5360,0,0,0,3/6/2025,3,,OCC,3/31/2026,3/31/2026,1.438906518,1.786740081,1.79,1.44,16.64,16.64,1039502,6/26/2026,0,0,1,International Specialization,OH,NY,0,39041,Ohio,39,0,16,0,0,0,1,www.chase.com,Chase,www.jpmorgan.com,J.P.Morgan,www.jpmorgan.chase.com,JPMorgan Chase,,Chase Private Client,,J.P.Morgan Private Bank,,,,,,,1,10,628,417,www.jpmorganchase.com,43240,The Chase Manhattan Bank,,JPMorgan Chase Bank,820,Chemical Bank New York Trust Company,Chemical Bank,,,,,,Chemical Bank & Trust Company,Chemical Corn Exchange Bank
1,127 Public Sq,,185983433,N,31,0,"Cleveland-Elyria, OH",,0,,17460,1,"Cleveland-Elyria, OH",0,17460,17534,7/21/2011,12/31/9999,1,14761,OCC,Cleveland,CLEVELAND,3,N,Cuyahoga,"Cleveland-Akron-Canton, OH",1,184,7/24/2023,0,153305440,153305440,0,6/21/2023,12/31/9999,18841264,01/01/1849,9,Chicago,Washington,4,1,,280110,1,1,0,17534,0,DIF,,0,1,1/16/1956,1,1,0,0,0,0,41.50094101,N,-81.69400799,,NONE,0,KeyBank National Association,KEYCORP,581466,581466,0,0,6,953,0,954,0,0,0,7/24/2023,3,,OCC,3/31/2026,3/31/2026,1.265119005,1.602667706,1.6,1.27,12.27,12.27,1068025,6/26/2026,1,0,4,Commercial Lending Specialization,OH,OH,0,39035,Ohio,39,0,16,0,0,0,0,,,,,,,,,,,,,,,,,1,10,17534,11510,www.key.com,44114,Society National Bank,,Keybank National Association,,Society National Bank of Cleveland,,,,,,,,
1,6 E Front St,,55859,NM,51,1,"Pullman, WA",,0,,0,0,,1,39420,8681,12/31/9999,12/31/9999,0,0,STATE,Saint John,,21,N,Whitman,"Pullman-Moscow, WA-ID",1,446,8/31/2022,0,52420,52420,0,8/31/2022,12/31/9999,3172,1/1/1908,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,519874,0,,0,8681,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,47.09161402,N,-117.580605,,NONE,0,Lamont Bank of St. John,,-1871,-1871,0,0,,1,0,1,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,-12.76425191,-12.76425191,-12.76,-12.76,-181.19,-181.19,,6/26/2026,0,0,2,Agricultural Specialization,WA,,1,53075,Washington,53,0,14,1,0,0,0,,,,,,,,,,,,,,,,,0,0,8681,5532,,99171,Lamont State Bank,,,,,,,,,,,,
1,20150 7th Ave Ne,,199807,NM,51,1,"Bremerton-Silverdale-Port Orchard, WA",,0,,14740,1,"Bremerton-Silverdale-Port Orchard, WA",0,14740,58778,12/31/9999,12/31/9999,0,0,STATE,Poulsbo,POULSBO,21,N,Kitsap,"Seattle-Tacoma, WA",1,500,8/31/2022,0,163859,163859,0,8/31/2022,12/31/9999,17601,6/11/2009,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3943210,0,,0,58778,0,DIF,,0,1,6/11/2009,1,1,0,0,0,0,47.74641201,N,-122.6400853,,NONE,0,Liberty Bank,LIBERTY NORTHWEST BCORP INC,121,121,0,0,,1,0,1,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,0.244331534,0.308948138,0.31,0.24,2.77,2.77,5515488,6/26/2026,0,0,4,Commercial Lending Specialization,WA,WA,1,53035,Washington,53,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,58778,467762,www.libertybanknw.com,98370,LIBERTY BANK OF WASHINGTON,,Liberty Bay Bank,,,,,,,,,,
1,1111 Civic Dr,,21403986,NM,41,0,"San Francisco-Oakland-Berkeley, CA","Oakland-Berkeley-Livermore, CA",1,36084,41860,1,"San Francisco-Oakland-Berkeley, CA",0,41860,1768,10/1/2019,12/31/9999,1,0,STATE,Walnut Creek,UNIVERSITY PARK,21,N,Contra Costa,"San Jose-San Francisco-Oakland, CA",1,488,6/5/2026,0,18251541,18251541,12587,5/1/2026,12/31/9999,2927457,1/1/1905,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,936462,0,,0,1768,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,37.90594458,N,-122.058449,,NONE,0,Mechanics Bank,2011 TCRT,47502,47502,0,0,,170,0,170,0,0,0,6/5/2026,6,,FDIC,3/31/2026,3/31/2026,0.868179169,1.214193401,1.21,0.87,6.34,6.34,4759650,6/26/2026,1,0,4,Commercial Lending Specialization,CA,TX,1,6013,California,6,0,14,0,0,0,0,,,,,,,,,,,,,,,,,1,10,1768,1171,www.mechanicsbank.com,94596,The Mechanics Bank of Richmond,,The Mechanics Bank,,,,,,,,,,
1,3732 Broadway,,871507,NM,51,1,"Seattle-Tacoma-Bellevue, WA","Seattle-Bellevue-Kent, WA",1,42644,42660,1,"Seattle-Tacoma-Bellevue, WA",0,42660,58341,12/31/9999,12/31/9999,0,0,STATE,Everett,EVERETT,21,N,Snohomish,"Seattle-Tacoma, WA",1,500,8/31/2022,0,686291,686291,0,8/31/2022,12/31/9999,99435,7/24/2006,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3459207,0,,0,58341,0,DIF,,0,1,7/24/2006,1,1,0,0,0,0,47.96770198,N,-122.201579,,NONE,0,Mountain Pacific Bank,MOUNTAIN PACIFIC BCORP INC,3081,3081,0,0,,6,0,6,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.45042925,1.835986393,1.84,1.45,12.56,12.56,5217483,6/26/2026,0,0,4,Commercial Lending Specialization,WA,WA,1,53061,Washington,53,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,58341,446332,www.mp.bank,98201,,,,,,,,,,,,,
