ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OCCDISTDESC,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME2,CHANGEC1,PRIORNAME3,FEDDESC,CHANGEC2,PRIORNAME4,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME5,PRIORNAME6,PRIORNAME7
1,10 W Elm St,,353381,N,51,1,,,,,0,,,,,15760,12/31/9999,12/31/9999,0,14435,OCC,Albion,ALBION,3,N,Edwards,,,,8/31/2022,0,289407,289407,13149,8/31/2022,12/31/9999,59972,8/5/1940,9,Chicago,Chicago,8,1,853747,0,,0,15760,0,DIF,,0,1,8/5/1940,1,1,0,0,1,0,38.37888501,N,-88.05903399,,NONE,0,Citizens National Bank of Albion,CITIZENS BANCSHARES INC,1276,1276,0,0,1,NORTHEAST DISTRICT,5,0,5,0,0,0,,8/31/2022,3,,OCC,3/31/2026,3/31/2026,1.460177687,1.919057979,1.92,1.46,8.61,8.61,2473260,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,0,17047,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,10,15760,10008,www.cnbalbion.bank,62806,,,,,,,,,,,,,
1,102 W Main St,,449197,NM,51,1,"Freeport, IL",,0,,0,0,,1,23300,10474,12/31/9999,12/31/9999,0,0,STATE,Lena,LENA,21,N,Stephenson,"Rockford-Freeport-Rochelle, IL",1,466,2/14/2023,0,397985,397985,15402,1/20/2023,12/31/9999,48029,01/01/1880,9,Chicago,Chicago,7,0,356239,0,,0,10474,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,42.377903,N,-89.824183,,NONE,0,Citizens State Bank,FIRST LENA CORP,1782,1782,0,0,,,5,0,5,0,0,0,Citizens State Bank of Lena,2/14/2023,3,,FDIC,3/31/2026,3/31/2026,1.50527734,1.587214434,1.59,1.51,15.03,15.03,1208148,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17177,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,1,10,10474,6701,http://www.csbnow.com,61048,,810,,,,,,,,,,,
1,36 E Jones St,,57905,NM,51,1,,,,,0,,,,,931,12/31/9999,12/31/9999,0,0,STATE,Milford,MILFORD,21,N,Iroquois,,,,8/31/2022,0,53052,53052,14032,8/31/2022,12/31/9999,4548,9/23/1907,9,Chicago,Chicago,7,0,771047,0,1,0,931,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.62807099,N,-87.69678196,,NONE,0,Citizens State Bank of Milford,ARTHUR R MURRAY INC,50,50,0,0,,,1,0,1,0,0,0,,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,0.346578405,0.346578405,0.35,0.35,4.39,4.39,1201390,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17075,Illinois,17,1,9,1,0,0,0,,,,,,,,,,,,,,,,,1,20,931,604,www.thefarmbank.com,60953,,,,,,,,,,,,,
1,111 N Church St,,106654,NM,51,1,,,,,0,,,,,10821,12/31/9999,12/31/9999,0,0,STATE,Louisville,LOUISVILLE,21,N,Clay,,,,8/31/2022,0,94176,94176,9860,8/31/2022,12/31/9999,11889,9/13/1905,9,Chicago,Chicago,8,0,498942,0,,0,10821,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,38.77229298,N,-88.50297403,,NONE,0,Clay County State Bank,CLAY CNTY STATE BANCSHARES INC,356,356,0,0,,,1,0,1,0,0,0,,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,1.341099909,1.341099909,1.34,1.34,12.09,12.09,3390159,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17025,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,0,10,10821,6924,www.claycobank.com,62858,,,,,,,,,,,,,
1,701 Belt Line Rd,,116127,SB,51,1,"St. Louis, MO-IL",,0,,41180,1,"St. Louis, MO-IL",0,41180,28103,12/31/9999,12/31/9999,0,700904,OCC,Collinsville,,34,N,Madison,"St. Louis-St. Charles-Farmington, MO-IL",1,476,8/31/2022,0,81275,81275,904,8/31/2022,12/31/9999,34490,01/01/1885,9,Chicago,Chicago,8,1,658474,0,,0,28103,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,38.69123202,N,-89.98271203,,NONE,1,Collinsville Building and Loan Association,,17,17,0,0,4,WESTERN DISTRICT,1,0,1,0,0,0,,8/31/2022,3,,OCC,3/31/2026,3/31/2026,0.058685446,0.024164595,0.02,0.06,0.2,0.2,,6/26/2026,0,0,5,Mortgage Lending Specialization,IL,,0,17119,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,28103,40937,www.collinsvillebuildingandloan.com,62234,,,,,,,,,,,,,
1,1000 Walnut St,,35540239,SM,41,0,"Kansas City, MO-KS",,0,,28140,1,"Kansas City, MO-KS",0,28140,24998,7/21/2011,12/31/9999,1,0,STATE,Kansas City,KANSAS CITY,13,N,Jackson,"Kansas City-Overland Park-Kansas City, MO-KS",1,312,1/9/2026,0,28638353,28638353,0,1/1/2026,12/31/9999,3831715,2/21/1984,11,Kansas City,Kansas City,10,0,601050,0,,0,24998,0,DIF,,0,1,2/21/1984,1,1,0,0,0,0,39.10179163,N,-94.5823622,,NONE,0,Commerce Bank,COMMERCE BANCSHARES INC,133109,133109,0,0,,,157,0,156,0,0,0,"Commerce Bank, National Association",1/9/2026,4,,FED,3/31/2026,3/31/2026,1.55996425,2.00944031,2.01,1.56,14.97,14.97,1049341,6/26/2026,1,0,4,Commercial Lending Specialization,MO,MO,1,29095,Missouri,29,0,11,0,0,0,0,www.commercetrustcompany.com,www.finemarkbank.com,www.commercehealthcare.com,,www.commercefinancialadvisors.com,,www.finemarkbank.com,,,,,,,,,,1,10,24998,17317,www.commercebank.com,64106,The Lenexa National Bank,810,,KANSAS CITY,,,,,,,,,
1,233 Carver St,,304070,NM,51,1,"Freeport, IL",,0,,0,0,,1,23300,10791,12/31/9999,12/31/9999,0,0,STATE,Winslow,ORANGEVILLE,21,N,Stephenson,"Rockford-Freeport-Rochelle, IL",1,466,8/31/2022,0,201108,201108,13564,8/31/2022,12/31/9999,44493,10/15/1915,9,Chicago,Chicago,7,0,430344,0,,0,10791,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,42.49290501,N,-89.792185,,NONE,0,Community Bank,STATELINE CMTY BANCSHARES INC,1181,1181,0,0,,,4,0,4,0,0,0,State Bank Winslow-Warren,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,1.567331555,1.567331555,1.57,1.57,10.66,10.66,1975468,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17177,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,10791,6900,www.cbcommunitybank.com,61089,State Bank of Winslow,,,,,,,,,,,,
1,202 W Main St,,44826,NM,51,1,,,,,0,,,,,18568,12/31/9999,12/31/9999,0,0,STATE,Easton,LEMONT,21,N,Mason,,,,8/31/2022,0,35811,35811,0,8/31/2022,12/31/9999,8377,8/1/1962,9,Chicago,Chicago,7,0,958231,0,,0,18568,0,DIF,,0,1,8/1/1962,1,1,0,0,1,0,40.23269498,N,-89.84417996,,NONE,0,Community Bank of Easton,UIR ACCEPTANCE CORP,58,58,0,0,,,1,0,1,0,0,0,,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,0.518146287,0.741485204,0.74,0.52,2.78,2.78,5951291,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17125,Illinois,17,0,9,1,0,0,0,,,,,,,,,,,,,,,,,0,0,18568,12456,www.ibankeaston.com,62633,,,,,,,,,,,,,
1,330 W Butterfield Rd,,196132,SM,51,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,33805,12/31/9999,12/31/9999,0,0,STATE,Elmhurst,ELMHURST,13,N,Dupage,"Chicago-Naperville, IL-IN-WI",1,176,8/31/2022,0,184218,184218,0,8/31/2022,12/31/9999,11385,5/24/1993,9,Chicago,Chicago,7,0,2044820,0,,0,33805,0,DIF,,0,1,5/24/1993,1,1,0,0,0,0,41.864998,N,-87.948703,,NONE,0,Community Bank of Elmhurst,COMMUNITY BANCSHARES ELMHURST,351,351,0,0,,,2,0,2,0,0,0,,8/31/2022,3,,FED,3/31/2026,3/31/2026,0.709922738,0.738238744,0.74,0.71,12.36,12.36,2066390,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17043,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,33805,48088,www.communityelmhurst.com,60126,,,,,,,,,,,,,
1,117 N 10th St,,270115,SM,51,1,"Mount Vernon, IL",,0,,0,0,,1,34500,3846,12/31/9999,12/31/9999,0,0,STATE,Mount Vernon,MOUNT VERNON,13,N,Jefferson,,0,,8/31/2022,0,241960,241960,0,8/31/2022,12/31/9999,27366,11/5/1906,9,Chicago,Chicago,8,0,273840,0,,0,3846,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.318296,N,-88.90419201,,NONE,0,Community First Bank of the Heartland,CEDAR BCORP INC,1479,1479,0,0,,,4,0,4,0,0,0,First National Bank of Mt. Vernon,8/31/2022,3,,FED,3/31/2026,3/31/2026,2.209391782,2.221342515,2.22,2.21,21.33,21.33,3575264,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17081,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,3846,2503,www.cfbh.bank,62864,The First National Bank of Woodlawn,,,,,,,,,,,,
1,311 N Main St,,53479,N,41,1,,,,,0,,,,,19230,12/31/9999,12/31/9999,0,15389,OCC,Monmouth,MONMOUTH,3,N,Warren,,,,8/31/2022,0,46220,46220,0,8/31/2022,12/31/9999,6765,9/10/1964,9,Chicago,Chicago,7,1,775241,0,,0,19230,0,DIF,,0,1,9/10/1964,1,1,0,0,1,0,40.91458598,N,-90.647908,,NONE,0,Community National Bank in Monmouth,CNB HOLDINGS INC,122,122,0,0,4,WESTERN DISTRICT,1,0,1,0,0,0,,8/31/2022,3,,OCC,3/31/2026,3/31/2026,0.910719618,1.149596895,1.15,0.91,7.26,7.26,5690367,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,0,17187,Illinois,17,0,9,1,0,0,0,,,,,,,,,,,,,,,,,0,0,19230,13046,www.cnbmonmouth.com,61462,,,,,,,,,,,,,
1,301 W Main St,,293825,SI,51,1,"Centralia, IL",,0,,0,0,,1,16460,30819,12/31/9999,12/31/9999,0,0,STATE,Salem,,42,N,Marion,"St. Louis-St. Charles-Farmington, MO-IL",1,476,12/16/2024,0,230819,230819,5968,11/29/2024,12/31/9999,29180,1/1/1910,9,Chicago,Chicago,8,0,441078,0,,0,30819,0,DIF,,0,0,8/27/1956,1,1,0,1,0,0,38.62687065,N,-88.94785025,,NONE,1,Community Partners Savings Bank,,248,248,0,0,,,6,0,6,0,0,0,Marion County Savings and Loan Association,12/16/2024,3,,FDIC,3/31/2026,3/31/2026,0.340448898,0.495572792,0.5,0.34,3.38,3.38,,6/26/2026,0,0,8,All Other Under 1 Billion,IL,,1,17121,Illinois,17,0,9,0,1,0,0,www.marioncountysavings.com,Marion County Savings Bank,www.firstpekinsavings.com,First Pekin Savings Bank,www.florasavings.com,Flora Savings Bank,www.bankguardian.com,Guardian Savings Bank,,,,,,,,,0,0,30819,43653,www.communitypartnerssb.com,62881,Marion County Savings Bank,810,,,,,,,,,,,
1,4801 W Belmont Ave,,408153,SI,51,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,28841,12/31/9999,12/31/9999,0,0,STATE,Chicago,,42,N,Cook,"Chicago-Naperville, IL-IN-WI",1,176,8/31/2022,0,359933,359933,2470,8/31/2022,12/31/9999,47456,1/1/1925,9,Chicago,Chicago,7,0,520777,0,,0,28841,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,41.93859098,N,-87.74729098,,NONE,1,Community Savings Bank,,-332,-332,0,0,,,2,0,2,0,0,0,Community Savings and Loan Association,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,-0.324844488,-0.424646108,-0.42,-0.32,-2.78,-2.78,,6/26/2026,0,0,8,All Other Under 1 Billion,IL,,1,17031,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,10,28841,41675,www.communitysavingsbank.bank,60641,,,,,,,,,,,,,
1,625 Se 2nd St,,403887,NM,51,1,"Davenport-Moline-Rock Island, IA-IL",,0,,19340,1,"Davenport-Moline-Rock Island, IA-IL",0,19340,23257,12/31/9999,12/31/9999,0,0,STATE,Galva,GALVA,21,N,Henry,"Davenport-Moline, IA-IL",1,209,10/20/2022,0,361145,361145,0,10/1/2022,12/31/9999,40454,11/24/1980,9,Chicago,Chicago,7,0,987231,0,,0,23257,0,DIF,,0,1,11/24/1980,1,1,0,0,0,0,41.163635,N,-90.03415504,,NONE,0,Community State Bank,CSB FINANCIAL HOLDINGS INC,1352,1352,0,0,,,8,0,8,0,0,0,Community State Bank of Galva,10/20/2022,3,,FDIC,3/31/2026,3/31/2026,1.365918712,1.44169083,1.44,1.37,13.41,13.41,1207860,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17073,Illinois,17,1,9,0,1,0,0,http://www.commstatebank.com,,,,,,,,,,,,,,,,0,0,23257,16296,http://www.commstatebank.com,61434,,810,,,,,,,,,,,
1,1801 1st Ave,,318168,NM,51,1,"Sterling, IL",,0,,0,0,,1,44580,21988,12/31/9999,12/31/9999,0,0,STATE,Rock Falls,ROCK FALLS,21,N,Whiteside,"Dixon-Sterling, IL",1,221,8/31/2022,0,280865,280865,13054,8/31/2022,12/31/9999,33849,4/24/1975,9,Chicago,Chicago,7,0,875048,0,,0,21988,0,DIF,,0,1,4/24/1975,1,1,0,0,1,0,41.76442396,N,-89.6888555,,NONE,0,Community State Bank of Rock Falls,COMMUNITY ILLINOIS CORP,636,636,0,0,,,5,0,5,0,0,0,,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,0.804089986,1.053155595,1.05,0.8,7.5,7.5,1427659,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17195,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,30,21988,15247,www.commstbk.com,61071,,,,,,,,,,,,,
1,230 S Main St,,678934,N,51,1,,,,,0,,,,,16276,12/31/9999,12/31/9999,0,14510,OCC,Hillsboro,HILLSBORO,3,N,Montgomery,,,,9/17/2025,0,615810,615810,13932,9/2/2025,12/31/9999,59837,7/2/1945,9,Chicago,Chicago,8,1,659341,0,,0,16276,0,DIF,,0,1,7/2/1945,1,1,0,0,0,0,39.15991401,N,-89.49369596,,NONE,0,"Constitution Bank, National Association",COUNTRY BCORP INC,2025,2025,0,0,4,WESTERN DISTRICT,14,0,14,0,0,0,National Bank of Mount Olive,9/17/2025,3,,OCC,3/31/2026,3/31/2026,1.210032514,1.680899487,1.68,1.21,13.65,13.65,1098581,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,0,17135,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,16276,10465,www.constitutionbank.com,62049,National Bank,510,"Bank of Hillsboro, National Association",,,,,,,,,,
1,1 W Northwest Hwy,,1020137,N,51,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,57061,12/31/9999,12/31/9999,0,24114,OCC,Palatine,PALATINE,3,N,Cook,"Chicago-Naperville, IL-IN-WI",1,176,8/31/2022,0,913520,913520,0,8/31/2022,12/31/9999,100966,10/16/2000,9,Chicago,Chicago,7,1,2929392,0,,0,57061,0,DIF,,0,1,10/16/2000,1,1,0,0,0,0,42.12087001,N,-88.04421001,,NONE,0,Cornerstone National Bank & Trust Company,CORNERSTONE BCORP INC,2583,2583,0,0,4,WESTERN DISTRICT,5,0,5,0,0,0,,8/31/2022,3,,OCC,3/31/2026,3/31/2026,1.007553236,1.414787297,1.41,1.01,10.21,10.21,2929383,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,0,17031,Illinois,17,0,9,0,0,1,0,,,,,,,,,,,,,,,,,1,10,57061,356679,www.cnbtc.bank,60067,,,,,,,,,,,,,
1,1711 General Electric Rd,,40310,SB,51,0,"Bloomington, IL",,0,,14010,1,"Bloomington, IL",0,14010,35602,12/31/9999,12/31/9999,0,716088,OCC,Bloomington,,33,N,Mclean,"Bloomington-Pontiac, IL",1,145,2/27/2023,0,791,791,16088,12/7/2022,12/31/9999,33284,5/1/2000,9,Chicago,Chicago,7,1,449935,0,,0,35602,0,DIF,,0,0,5/1/2000,1,1,0,1,0,0,40.5013499,N,-88.94127448,,NONE,0,Country Trust Bank,,1949,1949,0,0,7,,1,0,1,0,0,0,Country  Trust Bank,2/27/2023,3,,OCC,3/31/2026,3/31/2026,19.97233181,27.15581288,27.16,19.97,24.1,24.1,,6/26/2026,0,0,7,Other Specialized Under 1 Billion,IL,,0,17113,Illinois,17,0,9,1,0,0,0,,,,,,,,,,,,,,,,,1,10,35602,291943,www.countryfinancial.com/,61704,,520,,,,,,,,,,,
1,2000 S Banker St,,239757,NM,51,1,"Effingham, IL",,0,,0,0,,1,20820,21486,12/31/9999,12/31/9999,0,0,STATE,Effingham,EFFINGHAM,21,N,Effingham,,0,,8/31/2022,0,200935,200935,13726,8/31/2022,12/31/9999,31928,3/12/1974,9,Chicago,Chicago,8,0,158741,0,,0,21486,0,DIF,,0,1,3/12/1974,1,1,0,0,0,0,39.10262299,N,-88.54641098,,NONE,0,Crossroads Bank,OMNI BCORP INC,882,882,0,0,,,2,0,2,0,0,0,,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,1.479468599,1.868625872,1.87,1.48,11.08,11.08,1139859,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17049,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,1,20,21486,14859,www.crossroadsbank.com,62401,,,,,,,,,,,,,
1,70 N Williams St,,2148686,N,41,0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,34681,12/31/9999,12/31/9999,0,23574,OCC,Crystal Lake,ROSEMONT,3,N,Mchenry,"Chicago-Naperville, IL-IN-WI",1,176,8/31/2022,0,1802480,1802480,0,8/31/2022,12/31/9999,202408,12/19/1997,9,Chicago,Chicago,7,1,2624400,0,1,0,34681,0,DIF,,0,1,12/19/1997,1,1,0,0,0,0,42.24307099,N,-88.31770304,,NONE,0,"Crystal Lake Bank and Trust Company, National Association",WINTRUST FINANCIAL CORP,7934,7934,0,0,7,,6,0,6,0,0,0,,8/31/2022,3,,OCC,3/31/2026,3/31/2026,1.502282702,2.001023896,2,1.5,15.92,15.92,2260406,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,0,17111,Illinois,17,0,9,0,0,1,0,bankalgonquin.com,Algonquin Bank & Trust,carybank.com,Cary Bank & Trust,mchenrybank.com,McHenry Bank & Trust,,,,,,,,,,,0,0,34681,61192,crystallakebank.com,60014,,,,,,,,,,,,,
1,6445 N Western Ave,,436106,NM,51,1,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL",1,16984,16980,1,"Chicago-Naperville-Elgin, IL-IN-WI",0,16980,16249,12/31/9999,12/31/9999,0,0,STATE,Chicago,CHICAGO,21,N,Cook,"Chicago-Naperville, IL-IN-WI",1,176,3/26/2025,0,280092,280092,0,3/25/2025,12/31/9999,25064,9/15/1945,9,Chicago,Chicago,7,0,347639,0,,0,16249,0,DIF,,0,1,9/15/1945,1,1,0,0,0,0,41.99930601,N,-87.68955198,10,"Majority of the Board Multi-Racial American, serving a minority community",0,Devon Bank,DEVON BCORP INC,-373,-373,0,0,,,3,0,3,0,0,0,Devon Norton Town State Bank,3/26/2025,3,,FDIC,3/31/2026,3/31/2026,-0.334234632,-0.423841772,-0.42,-0.33,-5.91,-5.91,1131602,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17031,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,1,10,16249,10443,www.DevonBank.com,60645,,,,,,,,,,,,,
1,2994 County Road 900 E,,30279,NM,51,1,"Champaign-Urbana, IL",,0,,16580,1,"Champaign-Urbana, IL",0,16580,10803,12/31/9999,12/31/9999,0,0,STATE,Dewey,MILFORD,21,N,Champaign,,0,,8/31/2022,0,26341,26341,0,8/31/2022,12/31/9999,3860,1/1/1902,9,Chicago,Chicago,7,0,846132,0,1,0,10803,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.310579,N,-88.28904699,,NONE,0,Dewey Bank,ARTHUR R MURRAY INC,123,123,0,0,,,1,0,1,0,0,0,Dewey State Bank,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,1.60873688,1.60873688,1.61,1.61,12.79,12.79,1201390,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17019,Illinois,17,1,9,1,0,0,0,,,,,,,,,,,,,,,,,0,0,10803,6909,www.deweybank.com,61840,,,,,,,,,,,,,
1,302 W Main St,,171245,SI,51,1,,,,,0,,,,,29535,12/31/9999,12/31/9999,0,0,STATE,Clinton,,42,N,De Witt,,,,8/31/2022,0,155887,155887,3613,8/31/2022,12/31/9999,14225,01/01/1887,9,Chicago,Chicago,7,0,324975,0,,0,29535,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,40.15238399,N,-88.96315099,,NONE,1,DeWitt Savings Bank,,207,207,0,0,,,2,0,2,0,0,0,De Witt Savings Bank,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,0.479326165,0.537215798,0.54,0.48,5.72,5.72,,6/26/2026,0,0,8,All Other Under 1 Billion,IL,,1,17039,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,29535,42369,www.dewittsavingsbank.com,61727,De Witt County Federal Savings and Loan Association,,De Witt Federal Savings and Loan Association,,,,,,,,,,
1,300 Sur Woods Dr,,1550080,SM,41,1,"Effingham, IL",,0,,0,0,,1,20820,3787,12/31/9999,12/31/9999,0,0,STATE,Effingham,EFFINGHAM,13,N,Effingham,,0,,7/23/2025,0,1330899,1330899,14052,7/19/2025,12/31/9999,136482,1/1/1909,9,Chicago,Chicago,8,0,771140,0,,0,3787,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,39.133372,N,-88.53779204,,NONE,0,Dieterich Bank,PRIME BANC CORP,3721,3721,0,0,3,CENTRAL DISTRICT,17,0,17,0,0,0,The First National Bank of Dieterich,7/23/2025,3,,FED,3/31/2026,3/31/2026,0.954641692,1.263534086,1.26,0.95,11,11,1842355,6/26/2026,0,0,4,Commercial Lending Specialization,IL,IL,1,17049,Illinois,17,0,9,0,0,1,0,,,,,,,,,,,,,,,,,0,0,3787,2450,http://www.dieterichbank.com,62401,"Dieterich Bank, N.A.",810,,,,,,,,,,,
1,15 E Main St,,143158,SM,41,1,,,,,0,,,,,10804,12/31/9999,12/31/9999,0,0,STATE,Du Quoin,DU QUOIN,13,N,Perry,,,,8/31/2022,0,133100,133100,13759,8/31/2022,12/31/9999,4113,4/17/1915,9,Chicago,Chicago,8,0,823142,0,,0,10804,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.01112699,N,-89.23869902,,NONE,0,Du Quoin State Bank,PERRY COUNTY BCORP INC,341,341,0,0,,,5,0,5,0,0,0,,8/31/2022,3,,FED,3/31/2026,3/31/2026,0.968412981,0.968412981,0.97,0.97,27.88,27.88,1099748,6/26/2026,0,0,7,Other Specialized Under 1 Billion,IL,IL,1,17145,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,10804,6910,www.duquoinstatebank.com,62832,,,,,,,,,,,,,
1,108 W Quincy St,,229730,NM,51,1,,,,,0,,,,,10883,12/31/9999,12/31/9999,0,0,STATE,Griggsville,GRIGGSVILLE,21,N,Pike,,,,5/23/2025,0,203634,203634,0,5/16/2025,12/31/9999,23728,08/03/1893,9,Chicago,Chicago,8,0,695947,0,,0,10883,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,39.70873002,N,-90.72578904,,NONE,0,Eagle Valley Bank,GRIGGSVILLE BANCSHARES INC,899,899,0,0,,,5,0,5,0,0,0,Bank of Bluffs,5/23/2025,3,,FDIC,3/31/2026,3/31/2026,1.602234931,1.507776142,1.51,1.6,15.22,15.22,2156835,6/26/2026,0,0,2,Agricultural Specialization,IL,IL,1,17149,Illinois,17,1,9,0,1,0,0,,,,,,,,,,,,,,,,,1,10,10883,6965,www.eaglevalley.bank,62340,,810,,,520,,510,,,,,,
1,250 Marquette St,,439360,SI,51,1,"Ottawa, IL",,0,,0,0,,1,36837,28401,12/31/9999,12/31/9999,0,0,STATE,La Salle,,42,N,Lasalle,"Chicago-Naperville, IL-IN-WI",1,176,8/31/2022,0,324175,324175,1520,8/31/2022,12/31/9999,89972,01/01/1885,9,Chicago,Chicago,7,0,587677,0,,0,28401,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,41.33008602,N,-89.09501803,,NONE,1,Eureka Savings Bank,,1034,1034,0,0,,,5,0,5,0,0,0,Eureka Savings and Loan Association of La Salle,8/31/2022,3,,FDIC,3/31/2026,3/31/2026,0.949903827,1.236528579,1.24,0.95,4.62,4.62,,6/26/2026,0,0,8,All Other Under 1 Billion,IL,,1,17099,Illinois,17,0,9,0,1,0,0,,,,,,,,,,,,,,,,,0,0,28401,41235,http://www.eurekasavings.com,61301,,,,,,,,,,,,,
