box and bins inventory,
Item,Volume
"BOX, BOOK",2 cf
"BOX, CHINA/DISH 18X18X28",5 cf
"BOX, EXTRA LARGE 23X23X16",6 cf
"BOX, LAMP",5 cf
"BOX, LARGE (4.5 CF) 18X18X24",5 cf
"BOX, MED (3.0 CF) 18X18X16",3 cf
"BOX, SMALL (1.5. CF) 16X12X12",2 cf
"BOX, WARDROBE - (13 CF.) 24X24X40",13 cf
MIRROR BOX 40X60,4 cf
PICTURE BOX 40X60,4 cf
"PLASTIC BIN, LG.",7 cf
"PLASTIC BIN, MED.",5 cf
"PLASTIC BIN, SM.",3 cf
