Nursery Inventory,
Item,Volume
BABY GATE,3 cf
"CHAIR, HIGH",5 cf
"CHANGING, TABLE",20 cf
"CHILD, CHAIR",5 cf
"CHILD, TABLE",5 cf
"CHILD, TOY",5 cf
CRADLE,20 cf
"CRIB, LARGE",21 cf
DOLL HOUSE,7 cf
GLIDER CHAIR,14 cf
PLAY HOUSE (FOR KIDS),10 cf
"PLAYPEN, FOLDING",5 cf
POWER WHEELS,11 cf
STROLLER,7 cf
"STROLLER, DOUBLE",14 cf
TODDLER BED,20 cf
TOY CHEST,10 cf
