Appliances,
Item,Volume
AIR CONDITIONER LARGE,15 cf
AIR CONDITIONER SMALL,10 cf
AIR PURIFIER,5 cf
CARPET CLEANER,5 cf
DEHUMIDIFIER,7 cf
DISHWASHER,20 cf
DRYER,25 cf
"FAN, FLOOR",5 cf
HUMIDIFIER,7 cf
PORTABLE HEATER,6 cf
VACUUM CLEANER,5 cf
WASHER/DRYER COMBO,50 cf
WASHING MACHINE,25 cf
