Dining Room,
Item,Volume
"BUFFET, BASE",30 cf
"CHAIR, DINING",7 cf
"CHAIR, HIGH BACK",10 cf
"CHINA CAB, 1 PIECE",36 cf
"CHINA CAB, 2 PIECE",50 cf
CREDENZA,25 cf
CURIO CABINET,18 cf
DINING CHAIR WITH ARMS,8 cf
DINING TABLE (LARGE),30 cf
DINING TABLE (MEDIUM),21 cf
HUTCH (TOP PIECE ABOVE BUFFET),20 cf
PARSONS TABLE,20 cf
SERVER,16 cf
SIDEBOARD,10 cf
TABLE LEAVES,4 cf
"TABLE, DROP LEAF",16 cf
"TABLE, FOLDING",7 cf
TEA CART,10 cf
"WINE RACK, SMALL",5 cf
